time,time_diff,temp,tod,season,pressure,humidity,dew_pt,clouds,wind_speed,wind_deg,4020824211773201175,4025185137773201155,4067173146773201181,4091235214773201212,4015213417077320185,4010224513677320196,403037224773201139,406908213773201128,40024920777320136,40217218126773201172,405322121277320127,402272285877320170,401400620977320137,409061132773201254,4016624233773201214,40245178127773201199
1647460800,79200,0.874774349432055,0.8695652173913043,0.9560439560439561,0.9873908826382153,0.48,0.9731918458531136,1.0,0.4941050375133977,0.4361111111111111,68.45,69.24,69.57,69.35,69.57,68.45,70.02,69.8,69.24,69.8,68.45,68.79,69.69,70.14,68.68,70.25
1647464400,82800,0.8450301330296887,0.9130434782608695,0.9560439560439561,0.9873908826382153,0.58,0.9792306618263054,1.0,0.44694533762057875,0.4388888888888889,67.32,67.21,66.88,67.1,68.11,66.76,67.55,68.0,67.44,68.0,67.1,67.32,67.66,68.11,66.76,68.34
1647468000,86400,0.8072874718804678,0.9565217391304348,0.9560439560439561,0.9873908826382153,0.67,0.9817788327282881,1.0,0.36012861736334406,0.49722222222222223,64.29,63.72,63.84,63.5,64.06,63.05,63.84,64.4,64.29,64.4,63.5,63.39,63.95,64.29,63.39,64.18
1647471600,90000,0.7707945677229429,1.0,0.9560439560439561,0.988360814742968,0.75,0.9820231778832728,1.0,0.3740621650589496,0.5166666666666667,62.38,61.92,61.92,61.7,62.15,60.8,60.91,62.6,61.7,62.6,61.36,62.15,62.6,62.6,62.04,62.26
1647475200,93600,0.7165551142833337,0.0,0.967032967032967,0.9893307468477207,0.92,0.9852345713487852,1.0,0.36441586280814575,0.4722222222222222,57.31,56.86,57.2,57.31,56.53,55.06,55.63,57.2,56.53,57.2,56.19,56.64,57.65,57.31,57.54,57.09
1647478800,97200,0.6988085650012498,0.043478260869565216,0.967032967032967,0.988360814742968,0.97,0.9853392907009214,1.0,0.16184351554126475,0.48333333333333334,57.54,57.09,57.31,57.42,57.42,56.19,57.09,58.1,57.42,58.1,56.86,57.42,57.76,57.76,56.97,57.65
1647482400,100800,0.6973088566112146,0.08695652173913043,0.967032967032967,0.988360814742968,0.96,0.98481569394024,1.0,0.18542336548767416,0.5111111111111111,54.5,53.94,54.05,53.82,53.94,53.38,54.05,55.4,54.16,54.5,53.6,54.16,54.5,54.39,53.94,54.5
1647486000,104400,0.694309439831144,0.13043478260869565,0.967032967032967,0.988360814742968,0.96,0.984431722982407,1.0,0.14040728831725616,0.4666666666666667,52.81,52.47,52.81,52.81,52.47,51.46,51.91,53.6,52.47,53.6,52.14,52.47,52.7,52.92,52.36,52.92
1647489600,108000,0.687310800677646,0.17391304347826086,0.967032967032967,0.9873908826382153,0.96,0.9834892488131806,1.0,0.11575562700964631,0.5333333333333333,50.79,49.66,50.22,50.67,49.21,48.2,48.2,50.0,49.78,50.9,48.99,49.78,50.0,50.22,50.22,49.89
1647493200,111600,0.6800622101258089,0.21739130434782608,0.967032967032967,0.9873908826382153,0.97,0.9828609327003629,1.0,0.12218649517684886,0.5361111111111111,48.99,48.31,48.65,48.76,48.42,47.53,48.2,49.1,48.54,49.1,47.97,48.42,48.76,48.88,48.65,48.76
1647496800,115200,0.6890604604660205,0.2608695652173913,0.967032967032967,0.9864209505334627,0.97,0.9840128455738619,1.0,0.09003215434083602,0.4444444444444444,48.31,47.75,47.97,47.97,47.97,47.19,47.97,49.1,48.2,49.1,47.64,47.97,48.31,48.31,47.75,48.31
1647500400,118800,0.6885605576693421,0.30434782608695654,0.967032967032967,0.9864209505334627,0.97,0.984396816531695,1.0,0.057877813504823156,0.3055555555555556,48.31,47.75,47.97,47.97,47.97,47.08,47.86,49.1,48.09,48.2,47.64,47.97,48.31,48.42,47.86,48.42
1647504000,122400,0.6875607520759853,0.34782608695652173,0.967032967032967,0.98545101842871,0.99,0.9849204132923765,1.0,0.08467309753483387,0.17222222222222222,48.65,48.09,48.31,48.31,48.31,47.53,48.31,49.1,48.54,49.1,47.97,48.42,48.65,48.65,48.09,48.65
1647507600,126000,0.6898103146610381,0.391304347826087,0.967032967032967,0.9844810863239574,0.99,0.9853392907009214,1.0,0.13933547695605575,0.041666666666666664,49.1,48.42,48.65,48.65,48.65,47.86,48.65,50.0,48.99,49.1,48.31,48.76,49.1,49.1,48.54,49.1
1647511200,129600,0.6918099258477519,0.43478260869565216,0.967032967032967,0.9844810863239574,0.99,0.9855836358559061,1.0,0.16291532690246516,0.08611111111111111,49.1,48.54,48.76,48.88,48.88,47.97,48.65,50.0,49.1,50.0,48.54,48.88,49.1,49.21,48.65,49.21
1647514800,133200,0.6918099258477519,0.4782608695652174,0.967032967032967,0.9844810863239574,0.99,0.9856534487573303,1.0,0.1789924973204716,0.10277777777777777,48.99,48.54,48.65,48.65,48.65,47.86,48.65,49.1,48.99,49.1,48.42,48.76,49.1,48.99,48.54,49.1
1647518400,136800,0.6925597800427695,0.5217391304347826,0.967032967032967,0.9844810863239574,0.99,0.9856534487573303,1.0,0.22508038585209003,0.08055555555555556,49.32,48.88,49.1,48.99,48.99,48.2,48.99,50.0,49.21,50.0,48.65,48.99,49.32,49.44,48.76,49.44
1647522000,140400,0.694309439831144,0.5652173913043478,0.967032967032967,0.9844810863239574,0.99,0.9858628874616029,1.0,0.2454448017148982,0.03888888888888889,50.67,50.0,50.22,50.22,50.34,49.32,50.11,50.9,50.67,50.9,50.11,50.56,50.79,50.67,50.22,50.9
1647525600,144000,0.699058516399589,0.6086956521739131,0.967032967032967,0.9844810863239574,0.98,0.9859327003630269,1.0,0.3108252947481243,0.013888888888888888,53.04,52.59,52.81,52.59,52.7,52.14,52.36,53.6,53.71,53.6,52.59,52.92,53.04,53.38,52.25,53.26
1647529200,147600,0.7133057461049241,0.6521739130434783,0.967032967032967,0.9844810863239574,0.96,0.9868402680815413,1.0,0.31832797427652737,0.025,52.59,51.91,52.25,51.8,52.36,51.69,51.91,52.7,52.92,53.6,52.03,52.59,52.47,53.15,51.91,52.47
1647532800,151200,0.7170550170800122,0.6956521739130435,0.967032967032967,0.9835111542192047,0.95,0.9868402680815413,1.0,0.2454448017148982,0.027777777777777776,53.04,52.36,52.7,52.7,52.36,51.69,52.7,53.6,53.04,52.7,52.36,52.81,53.49,53.15,52.36,53.04
1647536400,154800,0.7173049684783515,0.7391304347826086,0.967032967032967,0.9835111542192047,0.95,0.9872242390393744,1.0,0.22936763129689175,0.06111111111111111,54.05,53.26,53.15,52.92,54.16,52.7,53.94,54.5,53.94,54.5,53.38,54.05,54.5,54.28,53.49,54.05
1647540000,158400,0.7248035104285278,0.782608695652174,0.967032967032967,0.9825412221144519,0.94,0.987433677743647,1.0,0.23043944265809216,0.041666666666666664,59.67,59.56,60.01,60.69,59.67,57.42,59.22,58.1,60.24,59.9,57.42,58.89,60.8,61.14,60.8,60.46
1647543600,162000,0.7425500597106118,0.8260869565217391,0.967032967032967,0.9815712900096993,0.9,0.9875383970957833,1.0,0.19185423365487675,0.005555555555555556,63.05,64.29,62.82,62.15,67.1,63.5,65.52,62.6,64.63,62.6,60.57,61.7,65.86,68.9,66.2,64.29
1647547200,165600,0.762796122976088,0.8695652173913043,0.967032967032967,0.9815712900096993,0.86,0.9880619938564646,1.0,0.1307609860664523,0.002777777777777778,65.75,66.31,64.85,64.96,67.21,64.63,67.55,65.3,66.31,65.3,65.41,65.97,68.79,67.89,66.43,67.66
1647550800,169200,0.7855417002249563,0.9130434782608695,0.967032967032967,0.9815712900096993,0.82,0.9884808712650097,1.0,0.07609860664523044,0.12222222222222222,65.75,66.54,65.19,65.75,66.54,65.86,66.2,66.2,66.99,68.0,66.65,66.09,65.52,66.65,65.19,68.68
1647385200,0,0.8647762934984865,1.0,0.945054945054945,0.9903006789524733,0.32,0.9536093270036302,1.0,0.28188638799571275,0.6777777777777778,64.29,63.72,64.06,64.06,63.72,63.16,63.95,64.4,64.06,64.4,63.5,64.06,64.18,64.29,63.61,64.29
1647388800,3600,0.8310328547226928,0.0,0.9560439560439561,0.9903006789524733,0.39,0.9590198268640044,0.97,0.26259378349410506,0.7583333333333333,57.2,57.09,57.42,57.31,56.86,55.63,56.07,57.2,56.75,57.2,56.53,56.75,56.97,57.31,56.86,57.2
1647392400,7200,0.7855417002249563,0.043478260869565216,0.9560439560439561,0.991270611057226,0.47,0.9624057525830773,0.7,0.24437299035369772,0.7861111111111111,50.0,50.22,50.67,50.56,48.88,46.74,47.41,49.1,48.65,49.1,48.2,49.1,49.89,50.0,49.32,49.32
1647396000,10800,0.7345516149637571,0.08695652173913043,0.9560439560439561,0.9922405431619786,0.56,0.9644303267243787,0.56,0.21864951768488747,0.7527777777777778,46.74,46.51,47.64,47.3,45.05,42.69,43.03,45.5,46.4,47.3,46.17,46.17,45.28,45.61,45.39,45.28
1647399600,14400,0.6775626961424167,0.13043478260869565,0.9560439560439561,0.9922405431619786,0.66,0.9650237363864841,0.34,0.21007502679528403,0.7305555555555555,39.54,39.2,39.42,38.97,38.97,37.85,38.08,40.1,39.31,40.1,38.64,39.2,39.54,39.76,39.42,39.42
1647403200,18000,0.6193240203293805,0.17391304347826086,0.9560439560439561,0.9932104752667313,0.76,0.9625453783859257,0.14,0.17041800643086819,0.7333333333333333,38.08,38.08,38.53,38.64,37.51,35.6,36.05,38.3,37.74,38.3,36.95,37.74,37.63,37.96,37.74,37.96
1647406800,21600,0.6143249923625962,0.21739130434782608,0.9560439560439561,0.9932104752667313,0.76,0.9616378106674113,0.25,0.19614147909967847,0.725,35.94,35.71,36.05,36.05,35.38,33.8,33.8,36.5,35.6,36.5,34.92,35.49,35.6,35.71,35.49,35.83
1647410400,25200,0.6098258671924903,0.2608695652173913,0.9560439560439561,0.9922405431619786,0.76,0.9608698687517452,0.21,0.18220793140407288,0.7166666666666667,34.7,34.03,34.47,34.14,34.36,33.01,33.91,34.7,34.81,34.7,33.91,34.59,34.36,34.36,34.03,34.03
1647414000,28800,0.6068264504124199,0.30434782608695654,0.9560439560439561,0.9922405431619786,0.75,0.9602415526389275,0.92,0.18542336548767416,0.7861111111111111,35.71,35.38,35.6,35.71,35.26,33.69,34.14,35.6,35.26,35.6,34.59,35.38,35.71,35.49,35.15,35.6
1647417600,32400,0.602327325242314,0.34782608695652173,0.9560439560439561,0.9922405431619786,0.75,0.9594387042725495,0.85,0.14683815648445875,0.7638888888888888,33.58,33.24,33.58,33.46,33.35,31.89,32.22,33.8,33.35,33.8,32.56,33.35,33.69,33.91,33.58,33.69
1647421200,36000,0.5965784430805122,0.391304347826087,0.9560439560439561,0.9922405431619786,0.76,0.9594037978218375,0.72,0.14469453376205788,0.8361111111111111,33.13,32.67,33.13,33.24,32.56,31.1,31.89,32.9,32.79,32.9,32.0,32.79,32.9,32.9,32.45,32.56
1647424800,39600,0.5920793179104064,0.43478260869565216,0.9560439560439561,0.9922405431619786,0.76,0.958880201061156,0.65,0.12540192926045016,0.9388888888888889,31.55,31.33,31.66,31.66,30.99,30.42,30.76,32.0,31.33,32.0,30.88,31.1,31.21,31.55,31.21,31.44
1647428400,43200,0.5890799011303358,0.4782608695652174,0.9560439560439561,0.9922405431619786,0.77,0.9587405752583078,0.72,0.13504823151125403,0.8861111111111111,30.54,30.31,30.54,30.42,29.98,28.74,29.52,31.1,30.31,31.1,29.86,30.09,30.42,30.54,30.09,30.65
1647432000,46800,0.6075763046074375,0.5217391304347826,0.9560439560439561,0.9932104752667313,0.74,0.9597528623289583,0.76,0.1189710610932476,0.7916666666666666,31.33,30.65,30.88,30.88,30.88,29.75,30.88,32.0,30.99,31.1,30.42,30.99,31.21,31.21,30.88,31.21
1647435600,50400,0.6840614324992363,0.5652173913043478,0.9560439560439561,0.9922405431619786,0.66,0.9639765428651215,1.0,0.06859592711682744,0.9277777777777778,37.63,36.28,37.29,35.71,36.28,34.59,37.63,36.5,34.81,36.5,34.03,36.72,38.08,37.63,37.29,35.83
1647439200,54000,0.7447996222956648,0.6086956521739131,0.9560439560439561,0.9922405431619786,0.58,0.9657218654007261,1.0,0.07288317256162916,0.21388888888888888,54.72,52.92,54.84,50.9,53.38,50.9,54.61,51.8,52.7,51.8,52.81,51.69,54.95,52.7,53.71,50.45
1647442800,57600,0.7860416030216347,0.6521739130434783,0.9560439560439561,0.991270611057226,0.53,0.9670483105277855,1.0,0.1757770632368703,0.37222222222222223,68.22,67.1,67.21,63.61,66.76,62.49,68.34,63.5,63.95,62.6,62.94,63.05,66.54,65.41,66.09,62.71
1647446400,61200,0.821784652984142,0.6956521739130435,0.9560439560439561,0.991270611057226,0.49,0.9679209717955878,1.0,0.2057877813504823,0.39166666666666666,68.9,69.35,69.24,67.66,70.14,66.76,70.25,67.1,69.35,68.0,66.2,69.13,69.01,69.35,69.01,66.88
1647450000,64800,0.8550281889632572,0.7391304347826086,0.9560439560439561,0.9903006789524733,0.47,0.9691077911197988,1.0,0.29689174705251875,0.4083333333333333,68.9,70.14,70.02,69.13,69.91,68.56,70.14,68.9,70.25,69.8,67.66,70.59,68.45,69.35,67.32,70.59
1647453600,68400,0.8772738634154471,0.782608695652174,0.9560439560439561,0.9893307468477207,0.44,0.9698059201340407,1.0,0.3654876741693462,0.4166666666666667,67.44,68.68,67.44,66.2,69.69,67.55,68.11,68.9,69.35,68.9,67.55,68.9,68.68,69.35,67.44,69.91
1647457200,72000,0.8867720165523371,0.8260869565217391,0.9560439560439561,0.988360814742968,0.45,0.9712719910639486,1.0,0.4737406216505895,0.4388888888888889,71.82,75.43,72.84,72.16,74.86,71.6,74.19,71.6,74.41,75.2,72.5,74.3,72.27,73.29,71.26,76.44
1647460800,75600,0.874774349432055,0.8695652173913043,0.9560439560439561,0.9873908826382153,0.48,0.9731918458531136,1.0,0.4941050375133977,0.4361111111111111,68.45,69.24,69.57,69.35,69.57,68.45,70.02,69.8,69.24,69.8,68.45,68.79,69.69,70.14,68.68,70.25
1647464400,79200,0.8450301330296887,0.9130434782608695,0.9560439560439561,0.9873908826382153,0.58,0.9792306618263054,1.0,0.44694533762057875,0.4388888888888889,67.32,67.21,66.88,67.1,68.11,66.76,67.55,68.0,67.44,68.0,67.1,67.32,67.66,68.11,66.76,68.34
1647468000,82800,0.8072874718804678,0.9565217391304348,0.9560439560439561,0.9873908826382153,0.67,0.9817788327282881,1.0,0.36012861736334406,0.49722222222222223,64.29,63.72,63.84,63.5,64.06,63.05,63.84,64.4,64.29,64.4,63.5,63.39,63.95,64.29,63.39,64.18
1647471600,86400,0.7707945677229429,1.0,0.9560439560439561,0.988360814742968,0.75,0.9820231778832728,1.0,0.3740621650589496,0.5166666666666667,62.38,61.92,61.92,61.7,62.15,60.8,60.91,62.6,61.7,62.6,61.36,62.15,62.6,62.6,62.04,62.26
1647475200,90000,0.7165551142833337,0.0,0.967032967032967,0.9893307468477207,0.92,0.9852345713487852,1.0,0.36441586280814575,0.4722222222222222,57.31,56.86,57.2,57.31,56.53,55.06,55.63,57.2,56.53,57.2,56.19,56.64,57.65,57.31,57.54,57.09
1647478800,93600,0.6988085650012498,0.043478260869565216,0.967032967032967,0.988360814742968,0.97,0.9853392907009214,1.0,0.16184351554126475,0.48333333333333334,57.54,57.09,57.31,57.42,57.42,56.19,57.09,58.1,57.42,58.1,56.86,57.42,57.76,57.76,56.97,57.65
1647482400,97200,0.6973088566112146,0.08695652173913043,0.967032967032967,0.988360814742968,0.96,0.98481569394024,1.0,0.18542336548767416,0.5111111111111111,54.5,53.94,54.05,53.82,53.94,53.38,54.05,55.4,54.16,54.5,53.6,54.16,54.5,54.39,53.94,54.5
1647486000,100800,0.694309439831144,0.13043478260869565,0.967032967032967,0.988360814742968,0.96,0.984431722982407,1.0,0.14040728831725616,0.4666666666666667,52.81,52.47,52.81,52.81,52.47,51.46,51.91,53.6,52.47,53.6,52.14,52.47,52.7,52.92,52.36,52.92
1647489600,104400,0.687310800677646,0.17391304347826086,0.967032967032967,0.9873908826382153,0.96,0.9834892488131806,1.0,0.11575562700964631,0.5333333333333333,50.79,49.66,50.22,50.67,49.21,48.2,48.2,50.0,49.78,50.9,48.99,49.78,50.0,50.22,50.22,49.89
1647493200,108000,0.6800622101258089,0.21739130434782608,0.967032967032967,0.9873908826382153,0.97,0.9828609327003629,1.0,0.12218649517684886,0.5361111111111111,48.99,48.31,48.65,48.76,48.42,47.53,48.2,49.1,48.54,49.1,47.97,48.42,48.76,48.88,48.65,48.76
1647496800,111600,0.6890604604660205,0.2608695652173913,0.967032967032967,0.9864209505334627,0.97,0.9840128455738619,1.0,0.09003215434083602,0.4444444444444444,48.31,47.75,47.97,47.97,47.97,47.19,47.97,49.1,48.2,49.1,47.64,47.97,48.31,48.31,47.75,48.31
1647500400,115200,0.6885605576693421,0.30434782608695654,0.967032967032967,0.9864209505334627,0.97,0.984396816531695,1.0,0.057877813504823156,0.3055555555555556,48.31,47.75,47.97,47.97,47.97,47.08,47.86,49.1,48.09,48.2,47.64,47.97,48.31,48.42,47.86,48.42
1647504000,118800,0.6875607520759853,0.34782608695652173,0.967032967032967,0.98545101842871,0.99,0.9849204132923765,1.0,0.08467309753483387,0.17222222222222222,48.65,48.09,48.31,48.31,48.31,47.53,48.31,49.1,48.54,49.1,47.97,48.42,48.65,48.65,48.09,48.65
1647507600,122400,0.6898103146610381,0.391304347826087,0.967032967032967,0.9844810863239574,0.99,0.9853392907009214,1.0,0.13933547695605575,0.041666666666666664,49.1,48.42,48.65,48.65,48.65,47.86,48.65,50.0,48.99,49.1,48.31,48.76,49.1,49.1,48.54,49.1
1647511200,126000,0.6918099258477519,0.43478260869565216,0.967032967032967,0.9844810863239574,0.99,0.9855836358559061,1.0,0.16291532690246516,0.08611111111111111,49.1,48.54,48.76,48.88,48.88,47.97,48.65,50.0,49.1,50.0,48.54,48.88,49.1,49.21,48.65,49.21
1647514800,129600,0.6918099258477519,0.4782608695652174,0.967032967032967,0.9844810863239574,0.99,0.9856534487573303,1.0,0.1789924973204716,0.10277777777777777,48.99,48.54,48.65,48.65,48.65,47.86,48.65,49.1,48.99,49.1,48.42,48.76,49.1,48.99,48.54,49.1
1647518400,133200,0.6925597800427695,0.5217391304347826,0.967032967032967,0.9844810863239574,0.99,0.9856534487573303,1.0,0.22508038585209003,0.08055555555555556,49.32,48.88,49.1,48.99,48.99,48.2,48.99,50.0,49.21,50.0,48.65,48.99,49.32,49.44,48.76,49.44
1647522000,136800,0.694309439831144,0.5652173913043478,0.967032967032967,0.9844810863239574,0.99,0.9858628874616029,1.0,0.2454448017148982,0.03888888888888889,50.67,50.0,50.22,50.22,50.34,49.32,50.11,50.9,50.67,50.9,50.11,50.56,50.79,50.67,50.22,50.9
1647525600,140400,0.699058516399589,0.6086956521739131,0.967032967032967,0.9844810863239574,0.98,0.9859327003630269,1.0,0.3108252947481243,0.013888888888888888,53.04,52.59,52.81,52.59,52.7,52.14,52.36,53.6,53.71,53.6,52.59,52.92,53.04,53.38,52.25,53.26
1647529200,144000,0.7133057461049241,0.6521739130434783,0.967032967032967,0.9844810863239574,0.96,0.9868402680815413,1.0,0.31832797427652737,0.025,52.59,51.91,52.25,51.8,52.36,51.69,51.91,52.7,52.92,53.6,52.03,52.59,52.47,53.15,51.91,52.47
1647532800,147600,0.7170550170800122,0.6956521739130435,0.967032967032967,0.9835111542192047,0.95,0.9868402680815413,1.0,0.2454448017148982,0.027777777777777776,53.04,52.36,52.7,52.7,52.36,51.69,52.7,53.6,53.04,52.7,52.36,52.81,53.49,53.15,52.36,53.04
1647536400,151200,0.7173049684783515,0.7391304347826086,0.967032967032967,0.9835111542192047,0.95,0.9872242390393744,1.0,0.22936763129689175,0.06111111111111111,54.05,53.26,53.15,52.92,54.16,52.7,53.94,54.5,53.94,54.5,53.38,54.05,54.5,54.28,53.49,54.05
1647540000,154800,0.7248035104285278,0.782608695652174,0.967032967032967,0.9825412221144519,0.94,0.987433677743647,1.0,0.23043944265809216,0.041666666666666664,59.67,59.56,60.01,60.69,59.67,57.42,59.22,58.1,60.24,59.9,57.42,58.89,60.8,61.14,60.8,60.46
1647543600,158400,0.7425500597106118,0.8260869565217391,0.967032967032967,0.9815712900096993,0.9,0.9875383970957833,1.0,0.19185423365487675,0.005555555555555556,63.05,64.29,62.82,62.15,67.1,63.5,65.52,62.6,64.63,62.6,60.57,61.7,65.86,68.9,66.2,64.29
1647547200,162000,0.762796122976088,0.8695652173913043,0.967032967032967,0.9815712900096993,0.86,0.9880619938564646,1.0,0.1307609860664523,0.002777777777777778,65.75,66.31,64.85,64.96,67.21,64.63,67.55,65.3,66.31,65.3,65.41,65.97,68.79,67.89,66.43,67.66
1647550800,165600,0.7855417002249563,0.9130434782608695,0.967032967032967,0.9815712900096993,0.82,0.9884808712650097,1.0,0.07609860664523044,0.12222222222222222,65.75,66.54,65.19,65.75,66.54,65.86,66.2,66.2,66.99,68.0,66.65,66.09,65.52,66.65,65.19,68.68
1647554400,169200,0.7962896103535424,0.9565217391304348,0.967032967032967,0.9825412221144519,0.8,0.9891091873778274,0.96,0.0932475884244373,0.2,61.36,61.03,61.36,61.25,61.14,60.46,61.14,61.7,61.7,61.7,61.14,61.59,61.25,61.36,60.57,61.81
1647388800,0,0.8090371316688422,0.0,0.9560439560439561,0.9903006789524733,0.37,0.9537489528064786,1.0,0.26259378349410506,0.7583333333333333,57.2,57.09,57.42,57.31,56.86,55.63,56.07,57.2,56.75,57.2,56.53,56.75,56.97,57.31,56.86,57.2
1647392400,3600,0.7805426722581721,0.043478260869565216,0.9560439560439561,0.9903006789524733,0.44,0.9585311365540352,0.85,0.24437299035369772,0.7861111111111111,50.0,50.22,50.67,50.56,48.88,46.74,47.41,49.1,48.65,49.1,48.2,49.1,49.89,50.0,49.32,49.32
1647396000,7200,0.7445496708973256,0.08695652173913043,0.9560439560439561,0.991270611057226,0.51,0.961149120357442,0.7,0.21864951768488747,0.7527777777777778,46.74,46.51,47.64,47.3,45.05,42.69,43.03,45.5,46.4,47.3,46.17,46.17,45.28,45.61,45.39,45.28
1647399600,10800,0.7020579331796596,0.13043478260869565,0.9560439560439561,0.9922405431619786,0.6,0.9635576654565764,0.51,0.21007502679528403,0.7305555555555555,39.54,39.2,39.42,38.97,38.97,37.85,38.08,40.1,39.31,40.1,38.64,39.2,39.54,39.76,39.42,39.42
1647403200,14400,0.6573166328769406,0.17391304347826086,0.9560439560439561,0.9922405431619786,0.69,0.9645350460765149,0.31,0.17041800643086819,0.7333333333333333,38.08,38.08,38.53,38.64,37.51,35.6,36.05,38.3,37.74,38.3,36.95,37.74,37.63,37.96,37.74,37.96
1647406800,18000,0.6143249923625962,0.21739130434782608,0.9560439560439561,0.9932104752667313,0.76,0.9616378106674113,0.25,0.19614147909967847,0.725,35.94,35.71,36.05,36.05,35.38,33.8,33.8,36.5,35.6,36.5,34.92,35.49,35.6,35.71,35.49,35.83
1647410400,21600,0.6098258671924903,0.2608695652173913,0.9560439560439561,0.9922405431619786,0.76,0.9608698687517452,0.21,0.18220793140407288,0.7166666666666667,34.7,34.03,34.47,34.14,34.36,33.01,33.91,34.7,34.81,34.7,33.91,34.59,34.36,34.36,34.03,34.03
1647414000,25200,0.6068264504124199,0.30434782608695654,0.9560439560439561,0.9922405431619786,0.75,0.9602415526389275,0.92,0.18542336548767416,0.7861111111111111,35.71,35.38,35.6,35.71,35.26,33.69,34.14,35.6,35.26,35.6,34.59,35.38,35.71,35.49,35.15,35.6
1647417600,28800,0.602327325242314,0.34782608695652173,0.9560439560439561,0.9922405431619786,0.75,0.9594387042725495,0.85,0.14683815648445875,0.7638888888888888,33.58,33.24,33.58,33.46,33.35,31.89,32.22,33.8,33.35,33.8,32.56,33.35,33.69,33.91,33.58,33.69
1647421200,32400,0.5965784430805122,0.391304347826087,0.9560439560439561,0.9922405431619786,0.76,0.9594037978218375,0.72,0.14469453376205788,0.8361111111111111,33.13,32.67,33.13,33.24,32.56,31.1,31.89,32.9,32.79,32.9,32.0,32.79,32.9,32.9,32.45,32.56
1647424800,36000,0.5920793179104064,0.43478260869565216,0.9560439560439561,0.9922405431619786,0.76,0.958880201061156,0.65,0.12540192926045016,0.9388888888888889,31.55,31.33,31.66,31.66,30.99,30.42,30.76,32.0,31.33,32.0,30.88,31.1,31.21,31.55,31.21,31.44
1647428400,39600,0.5890799011303358,0.4782608695652174,0.9560439560439561,0.9922405431619786,0.77,0.9587405752583078,0.72,0.13504823151125403,0.8861111111111111,30.54,30.31,30.54,30.42,29.98,28.74,29.52,31.1,30.31,31.1,29.86,30.09,30.42,30.54,30.09,30.65
1647432000,43200,0.6075763046074375,0.5217391304347826,0.9560439560439561,0.9932104752667313,0.74,0.9597528623289583,0.76,0.1189710610932476,0.7916666666666666,31.33,30.65,30.88,30.88,30.88,29.75,30.88,32.0,30.99,31.1,30.42,30.99,31.21,31.21,30.88,31.21
1647435600,46800,0.6840614324992363,0.5652173913043478,0.9560439560439561,0.9922405431619786,0.66,0.9639765428651215,1.0,0.06859592711682744,0.9277777777777778,37.63,36.28,37.29,35.71,36.28,34.59,37.63,36.5,34.81,36.5,34.03,36.72,38.08,37.63,37.29,35.83
1647439200,50400,0.7447996222956648,0.6086956521739131,0.9560439560439561,0.9922405431619786,0.58,0.9657218654007261,1.0,0.07288317256162916,0.21388888888888888,54.72,52.92,54.84,50.9,53.38,50.9,54.61,51.8,52.7,51.8,52.81,51.69,54.95,52.7,53.71,50.45
1647442800,54000,0.7860416030216347,0.6521739130434783,0.9560439560439561,0.991270611057226,0.53,0.9670483105277855,1.0,0.1757770632368703,0.37222222222222223,68.22,67.1,67.21,63.61,66.76,62.49,68.34,63.5,63.95,62.6,62.94,63.05,66.54,65.41,66.09,62.71
1647446400,57600,0.821784652984142,0.6956521739130435,0.9560439560439561,0.991270611057226,0.49,0.9679209717955878,1.0,0.2057877813504823,0.39166666666666666,68.9,69.35,69.24,67.66,70.14,66.76,70.25,67.1,69.35,68.0,66.2,69.13,69.01,69.35,69.01,66.88
1647450000,61200,0.8550281889632572,0.7391304347826086,0.9560439560439561,0.9903006789524733,0.47,0.9691077911197988,1.0,0.29689174705251875,0.4083333333333333,68.9,70.14,70.02,69.13,69.91,68.56,70.14,68.9,70.25,69.8,67.66,70.59,68.45,69.35,67.32,70.59
1647453600,64800,0.8772738634154471,0.782608695652174,0.9560439560439561,0.9893307468477207,0.44,0.9698059201340407,1.0,0.3654876741693462,0.4166666666666667,67.44,68.68,67.44,66.2,69.69,67.55,68.11,68.9,69.35,68.9,67.55,68.9,68.68,69.35,67.44,69.91
1647457200,68400,0.8867720165523371,0.8260869565217391,0.9560439560439561,0.988360814742968,0.45,0.9712719910639486,1.0,0.4737406216505895,0.4388888888888889,71.82,75.43,72.84,72.16,74.86,71.6,74.19,71.6,74.41,75.2,72.5,74.3,72.27,73.29,71.26,76.44
1647460800,72000,0.874774349432055,0.8695652173913043,0.9560439560439561,0.9873908826382153,0.48,0.9731918458531136,1.0,0.4941050375133977,0.4361111111111111,68.45,69.24,69.57,69.35,69.57,68.45,70.02,69.8,69.24,69.8,68.45,68.79,69.69,70.14,68.68,70.25
1647464400,75600,0.8450301330296887,0.9130434782608695,0.9560439560439561,0.9873908826382153,0.58,0.9792306618263054,1.0,0.44694533762057875,0.4388888888888889,67.32,67.21,66.88,67.1,68.11,66.76,67.55,68.0,67.44,68.0,67.1,67.32,67.66,68.11,66.76,68.34
1647468000,79200,0.8072874718804678,0.9565217391304348,0.9560439560439561,0.9873908826382153,0.67,0.9817788327282881,1.0,0.36012861736334406,0.49722222222222223,64.29,63.72,63.84,63.5,64.06,63.05,63.84,64.4,64.29,64.4,63.5,63.39,63.95,64.29,63.39,64.18
