1637123138.6184149,34.484
1637123199.2215276,34.322
1637123259.4125962,34.322
1637123319.8478272,34.322
1637123380.2552323,34.322
1637123440.399807,34.322
1637123500.8179748,34.304
1637123561.0082011,34.304
1637123621.5421784,34.142
1637123681.7755249,34.142
1637123742.1723926,34.016
1637123802.358083,34.016
1637123862.7991276,34.016
1637123922.988075,34.016
1637123983.4405482,34.016
1637124043.9233406,34.016
1637124104.330888,34.016
1637124164.5169473,34.016
1637124224.9161503,34.016
1637124285.3277035,34.016
1637124345.5142298,34.016
1637124405.9141457,33.962
1637124466.3321912,33.962
1637124526.546217,33.962
1637124586.9879825,33.962
1637124647.4011967,33.854
1637124707.5902708,33.854
1637124767.9534395,33.854
1637124828.3624406,33.782
1637124888.55214,33.782
1637124948.9850698,33.674
1637125009.498201,33.674
1637125069.6835942,33.674
1637125130.080933,33.674
1637125190.2664907,33.674
1637125250.7513313,33.782
1637125310.9334373,33.782
1637125371.382764,33.854
1637125431.5789163,33.854
1637125492.2509468,33.854
1637125552.3943663,33.854
1637125612.8156576,33.854
1637125673.0035927,33.854
1637125733.4050698,33.854
1637125793.7983398,33.854
1637125854.2007062,33.854
1637125914.359354,33.854
1637125974.7729878,33.854
1637126034.9668522,33.854
1637126095.3867474,33.8
1637126155.5725017,33.8
1637126216.0085917,33.782
1637126276.4278982,33.782
1637126336.6170866,33.782
1637126397.0706174,33.782
1637126457.2599623,33.782
1637126517.6677043,33.98
1637126577.8542953,33.98
1637126638.2679536,33.98
1637126698.4190056,33.98
1637126758.945348,33.98
1637126819.343418,33.926
1637126879.5304973,33.926
1637126939.9324846,33.926
1637127000.344012,33.926
1637127060.5557125,33.926
1637127121.171958,33.854
1637127181.4253416,33.854
1637127241.9065166,33.854
1637127302.3790812,33.854
1637127362.57225,33.854
1637127423.0289142,33.854
1637127483.6329558,33.854
1637127543.82614,33.854
1637127604.2384772,33.854
1637127664.3935819,33.854
1637127724.9194143,33.728
1637127785.322952,33.728
1637127845.5095665,33.728
1637127905.9488108,33.728
1637127966.3373218,33.728
1637128026.5246124,33.728
1637128086.992607,33.728
1637128147.4720175,33.728
1637128207.7072382,33.728
1637128268.2436352,33.818
1637128328.4003615,33.818
1637128388.9357045,33.872
1637128449.361905,33.872
1637128509.5557675,33.872
1637128569.9757373,33.962
1637128630.499649,33.962
1637128690.6880126,33.962
1637128751.089696,33.962
1637128811.2849035,33.962
1637128871.6772316,34.16
1637128931.864299,34.16
1637128992.4012625,34.034
1637129052.5876136,34.034
1637129113.126699,33.908
1637129173.3135026,33.908
1637129233.7121282,34.016
1637129293.9021204,34.016
1637129354.3183022,34.016
1637129414.7362711,34.016
1637129474.9993181,34.016
1637129535.3985286,34.016
1637129595.586995,34.016
1637129656.5166302,33.854
1637129716.7061658,33.854
1637129777.1009557,33.836
1637129837.2857826,33.836
1637129897.7440512,33.764
1637129957.9246101,33.764
1637130018.398378,33.854
1637130078.5857491,33.854
1637130138.9903963,33.854
1637130199.5633461,33.854
1637130259.748234,33.854
1637130320.1692834,33.854
1637130380.3537629,33.854
1637130440.7500472,33.278
1637130500.9335938,33.278
1637130561.390126,33.278
1637130621.576687,33.278
1637130682.0097606,33.206
1637130742.403182,33.026
1637130802.5896363,33.026
1637130862.995042,33.026
1637130923.4401212,32.828
1637130983.6539876,32.828
1637131044.0555825,33.008
1637131104.4662375,33.008
1637131164.660882,33.008
1637131225.0900793,32.954
1637131285.490815,32.684
1637131345.677176,32.684
1637131406.0806947,32.684
1637131466.2669694,32.684
1637131526.663073,32.666
1637131586.8496969,32.666
1637131647.2623465,32.738
1637131707.4972334,32.738
1637131767.8930788,32.738
1637131828.3981175,32.954
1637131888.5873132,32.954
1637131948.9928482,32.792
1637132009.5605776,32.9
1637132069.7674415,32.9
1637132130.189896,32.648
1637132190.40816,32.648
1637132250.8094478,32.648
1637132310.9948914,32.648
1637132371.404673,32.648
1637132431.5949044,32.648
1637132492.0874543,32.648
1637132552.4916189,32.54
1637132612.6777527,32.54
1637132673.0985315,32.54
1637132733.321094,32.54
1637132793.7245955,32.54
1637132853.9321375,32.54
1637132914.3328846,32.774
1637132974.8071535,32.774
1637133035.2000492,32.774
1637133095.392931,32.774
1637133155.7901804,32.774
1637133215.9777677,32.774
1637133276.3766267,32.774
1637133336.5958312,32.774
1637133397.0690036,32.774
1637133457.4640753,32.756
1637133517.6566827,32.756
1637133578.0849988,32.756
1637133638.309579,32.756
1637133698.730915,32.252
1637133758.9176393,32.252
1637133819.300889,32.234
1637133879.4968731,32.234
1637133939.9224064,32.234
1637134000.3263383,32.234
1637134060.5229893,32.234
1637134120.9219038,33.008
1637134181.325415,33.008
1637134241.511669,33.008
1637134301.9137967,32.918
1637134362.4510312,32.918
1637134422.6398544,32.918
1637134483.033672,32.918
1637134543.2706676,32.918
1637134603.6657817,32.918
1637134663.8503532,32.918
1637134724.36057,32.918
1637134784.5440614,32.918
1637134844.9435596,33.17
1637134905.4640787,32.846
1637134965.6547525,32.846
1637135026.1918151,32.846
1637135086.384564,32.846
1637135146.7986069,32.846
1637135207.004622,32.846
1637135267.4182189,32.792
1637135327.603058,32.792
1637135388.0386896,32.792
1637135448.5096235,32.792
1637135508.701409,32.792
1637135569.223679,32.828
1637135629.417845,32.828
1637135689.832206,32.756
1637135750.016646,32.756
1637135810.4481938,32.756
1637135870.6358342,32.756
1637135930.8470218,32.756
1637135991.2643495,32.756
1637136051.450168,32.756
1637136111.872763,33.476
1637136172.2891939,33.476
1637136232.4749873,33.476
1637136292.9287643,33.476
1637136353.4443674,33.476
1637136413.6297028,33.476
1637136474.0179691,33.476
