time, 2843ad924d2001b5, 289329dd4d2001df, 288b18924d200116
1631144143.7531116, 79.25, 79.81, 78.91
1631144144.5998366, 79.25, 79.81, 78.91
1631144145.4463751, 79.25, 79.81, 78.8
1631144146.2929897, 79.36, 79.81, 78.8
1631144147.1414506, 79.36, 79.81, 78.8
1631144147.986085, 79.25, 79.81, 78.8
1631144148.8331764, 79.36, 79.81, 78.91
1631144149.6796768, 79.25, 79.93, 78.8
1631144150.5263083, 79.36, 79.93, 78.8
1631144151.3731081, 79.36, 79.93, 78.91
1631144152.2197788, 79.36, 79.93, 78.91
1631144153.0662146, 79.36, 79.93, 78.91
1631144153.9129179, 79.25, 79.93, 78.8
1631144154.759703, 79.36, 79.93, 78.8
1631144155.6063216, 79.36, 79.93, 78.8
1631144156.453008, 79.36, 79.93, 78.91
1631144157.299675, 79.36, 79.93, 78.91
1631144158.1461997, 79.36, 79.93, 78.91
1631144158.9926765, 79.36, 79.93, 78.8
1631144159.839336, 79.36, 79.93, 78.91
1631144160.6859999, 79.36, 79.93, 78.91
1631144161.5329359, 79.36, 79.93, 78.91
1631144162.3795707, 79.36, 79.93, 78.91
1631144163.2262642, 79.36, 79.93, 78.91
1631144164.07291, 79.36, 79.93, 78.91
1631144164.9194279, 79.36, 79.93, 78.91
1631144165.7660542, 79.36, 80.04, 78.91
1631144166.6128306, 79.36, 80.04, 78.91
1631144167.459475, 79.36, 79.93, 78.8
1631144168.3060946, 79.36, 79.93, 78.8
1631144169.1527004, 79.36, 79.93, 78.91
1631144169.9992652, 79.36, 80.04, 78.8
1631144170.8462822, 79.36, 80.04, 78.91
1631144171.692523, 79.36, 80.04, 78.91
1631144172.539138, 79.36, 80.04, 78.8
1631144173.3857348, 79.36, 80.04, 78.91
1631144174.2327628, 79.36, 80.04, 78.91
1631144175.0793293, 79.36, 80.04, 78.91
1631144175.9260623, 79.36, 80.04, 78.91
1631144176.7727444, 79.36, 80.04, 78.91
1631144177.6193771, 79.36, 80.04, 78.91
1631144178.466005, 79.36, 80.04, 78.8
1631144179.3127072, 79.36, 80.04, 78.91
1631144180.1593795, 79.36, 80.04, 78.91
1631144181.0060003, 79.36, 80.04, 78.91
1631144181.8527555, 79.36, 80.04, 78.8
1631144182.6993432, 79.36, 80.04, 78.91
1631144183.5460112, 79.36, 80.04, 78.91
1631144184.392512, 79.36, 80.04, 78.91
1631144185.2391322, 79.36, 80.04, 78.91
1631144186.0857408, 79.36, 80.04, 78.91
1631144186.932668, 79.36, 80.04, 78.8
1631144187.7792346, 79.36, 80.04, 78.91
1631144188.6257305, 79.47, 80.04, 78.8
1631144189.4723837, 79.47, 80.04, 78.8
1631144190.3190706, 79.36, 80.04, 78.8
1631144191.1657355, 79.47, 80.04, 78.91
1631144192.0122192, 79.36, 80.04, 78.8
1631144192.858857, 79.36, 80.04, 78.8
1631144193.7055507, 79.36, 80.04, 78.91
1631144194.5521245, 79.36, 80.04, 78.91
1631144195.398638, 79.36, 80.04, 78.8
1631144196.2455163, 79.36, 80.04, 78.8
1631144197.0917428, 79.36, 80.04, 78.8
1631144197.9383876, 79.36, 80.04, 78.8
1631144198.7849975, 79.36, 80.04, 78.8
1631144199.6317897, 79.36, 80.04, 78.8
1631144200.4784274, 79.36, 80.04, 78.8
1631144201.325083, 79.36, 80.04, 78.8
1631144202.1717193, 79.36, 80.04, 78.8
1631144203.0183332, 79.36, 80.04, 78.8
1631144203.8648865, 79.36, 80.04, 78.8
1631144204.7116215, 79.36, 80.04, 78.8
1631144205.5581741, 79.36, 80.04, 78.8
1631144206.4049385, 79.36, 80.04, 78.8
1631144207.251454, 79.25, 79.93, 78.8
1631144208.0982935, 79.36, 79.93, 78.8
1631144208.9448278, 79.36, 79.93, 78.8
1631144209.7915614, 79.36, 79.93, 78.8
1631144210.6378288, 79.36, 79.93, 78.8
1631144211.4845965, 79.36, 79.93, 78.8
1631144212.3313522, 79.36, 79.93, 78.8
1631144213.1781023, 79.36, 79.93, 78.8
1631144214.024773, 79.36, 79.93, 78.8
1631144214.8714588, 79.36, 79.93, 78.8
1631144215.7180483, 79.36, 79.93, 78.8
1631144216.5649178, 79.36, 79.93, 78.8
1631144217.4114485, 79.36, 79.93, 78.8
1631144218.2582412, 79.36, 79.93, 78.8
1631144219.1049378, 79.36, 79.93, 78.8
1631144219.951452, 79.47, 79.93, 78.8
1631144220.798214, 79.36, 80.04, 78.8
1631144221.6448107, 79.36, 79.93, 78.8
1631144222.4914145, 79.36, 79.93, 78.8
1631144223.337889, 79.36, 79.93, 78.8
1631144224.1845453, 79.36, 79.93, 78.8
1631144225.0313044, 79.36, 79.93, 78.8
1631144225.878214, 79.36, 79.93, 78.8
1631144226.7247748, 79.36, 79.81, 78.8
1631144227.571492, 79.36, 79.81, 78.8
1631144228.418163, 79.36, 79.81, 78.8
1631144229.26486, 79.47, 79.81, 78.8
1631144230.1114824, 79.36, 79.81, 78.8
1631144230.958151, 79.36, 79.81, 78.8
1631144231.8048997, 79.36, 79.81, 78.8
1631144232.6514826, 79.47, 79.81, 78.8
1631144233.4983113, 79.36, 79.81, 78.8
1631144234.3447335, 79.36, 79.81, 78.8
1631144235.1915061, 79.36, 79.81, 78.8
1631144236.037989, 79.36, 79.81, 78.8
1631144236.8845696, 79.36, 79.81, 78.8
1631144237.7312603, 79.36, 79.81, 78.8
1631144238.5781984, 79.36, 79.81, 78.8
1631144239.4247482, 79.36, 79.81, 78.8
1631144240.2715216, 79.36, 79.7, 78.8
1631144241.1182814, 79.36, 79.7, 78.8
1631144241.964875, 79.36, 79.7, 78.8
1631144242.8116038, 79.36, 79.7, 78.8
1631144243.6581342, 79.36, 79.7, 78.8
1631144244.5049376, 79.47, 79.81, 78.8
1631144245.351479, 79.36, 79.7, 78.8
1631144246.198242, 79.36, 79.7, 78.8
1631144247.0447829, 79.36, 79.7, 78.8
1631144247.8914967, 79.36, 79.7, 78.8
1631144248.7378314, 79.36, 79.7, 78.69
1631144249.5843716, 79.36, 79.7, 78.8
1631144250.4310122, 79.47, 79.7, 78.8
1631144251.2779744, 79.47, 79.7, 78.8
1631144252.124627, 79.47, 79.7, 78.8
1631144252.9712613, 79.47, 79.7, 78.69
1631144253.8177752, 79.47, 79.7, 78.69
1631144254.6644492, 79.47, 79.7, 78.8
1631144255.5111222, 79.47, 79.7, 78.8
1631144256.3577702, 79.47, 79.7, 78.69
1631144257.2044723, 79.47, 79.7, 78.8
1631144258.0511308, 79.47, 79.59, 78.8
1631144258.8977382, 79.47, 79.7, 78.8
1631144259.7444198, 79.47, 79.7, 78.8
1631144260.5910358, 79.47, 79.7, 78.8
1631144261.43742, 79.47, 79.59, 78.8
1631144262.284106, 79.47, 79.7, 78.8
1631144263.130659, 79.47, 79.7, 78.8
1631144263.9775906, 79.47, 79.7, 78.8
1631144264.8241558, 79.47, 79.59, 78.8
1631144265.6708965, 79.47, 79.59, 78.8
1631144266.5176206, 79.36, 79.7, 78.8
1631144267.3640676, 79.47, 79.59, 78.69
1631144268.2107224, 79.36, 79.59, 78.8
1631144269.0574386, 79.47, 79.7, 78.69
1631144269.9040217, 79.36, 79.7, 78.8
1631144270.7506588, 79.36, 79.7, 78.8
1631144271.5972772, 79.36, 79.59, 78.8
1631144272.443875, 79.36, 79.7, 78.8
1631144273.2904434, 79.36, 79.7, 78.8
1631144274.136828, 79.47, 79.7, 78.8
1631144274.9835594, 79.36, 79.7, 78.8
1631144275.8301692, 79.47, 79.7, 78.8
1631144276.677048, 79.36, 79.7, 78.8
1631144277.5237565, 79.36, 79.7, 78.8
1631144278.370239, 79.47, 79.7, 78.69
1631144279.216898, 79.36, 79.7, 78.8
1631144280.0635028, 79.36, 79.7, 78.69
1631144280.9101894, 79.47, 79.7, 78.8
1631144281.7567463, 79.47, 79.7, 78.8
1631144282.6034393, 79.36, 79.7, 78.8
1631144283.4500074, 79.36, 79.7, 78.69
1631144284.2965715, 79.47, 79.7, 78.8
1631144285.1433208, 79.47, 79.7, 78.69
1631144285.9900513, 79.47, 79.7, 78.69
1631144286.8363695, 79.47, 79.81, 78.8
1631144287.6829982, 79.36, 79.7, 78.69
1631144288.529644, 79.47, 79.7, 78.69
1631144289.3763914, 79.47, 79.7, 78.8
1631144290.2231352, 79.47, 79.81, 78.69
1631144291.0698442, 79.47, 79.81, 78.69
1631144291.9165423, 79.47, 79.81, 78.69
1631144292.7631927, 79.36, 79.81, 78.69
1631144293.6098251, 79.47, 79.81, 78.8
1631144294.4564338, 79.47, 79.81, 78.8
1631144295.3030775, 79.47, 79.81, 78.69
1631144296.1497421, 79.47, 79.81, 78.69
1631144296.996432, 79.47, 79.81, 78.8
1631144297.8430626, 79.47, 79.81, 78.8
1631144298.6896994, 79.47, 79.81, 78.69
1631144299.536062, 79.47, 79.81, 78.8
1631144300.3827662, 79.47, 79.81, 78.69
1631144301.2294683, 79.47, 79.81, 78.8
1631144302.0762496, 79.47, 79.81, 78.69
1631144302.9229512, 79.47, 79.81, 78.69
1631144303.7700815, 79.47, 79.81, 78.69
1631144304.6161299, 79.47, 79.81, 78.69
1631144305.4628067, 79.47, 79.81, 78.69
1631144306.3095245, 79.47, 79.81, 78.69
1631144307.1561003, 79.47, 79.81, 78.69
1631144308.002747, 79.47, 79.81, 78.69
1631144308.8493848, 79.47, 79.81, 78.69
1631144309.6960714, 79.47, 79.81, 78.69
1631144310.5427847, 79.47, 79.81, 78.69
1631144311.3894699, 79.47, 79.81, 78.69
1631144312.2357414, 79.47, 79.81, 78.69
1631144313.082367, 79.47, 79.81, 78.69
1631144313.929085, 79.47, 79.81, 78.69
1631144314.7758248, 79.47, 79.81, 78.69
1631144315.6225715, 79.47, 79.81, 78.69
1631144316.4691732, 79.47, 79.81, 78.69
1631144317.3158545, 79.47, 79.81, 78.69
1631144318.1623564, 79.47, 79.81, 78.69
1631144319.0091114, 79.47, 79.81, 78.69
1631144319.8557065, 79.47, 79.81, 78.69
1631144320.702476, 79.47, 79.81, 78.69
1631144321.549077, 79.47, 79.81, 78.69
1631144322.3958123, 79.47, 79.81, 78.69
1631144323.2424338, 79.47, 79.81, 78.69
1631144324.0890756, 79.47, 79.81, 78.69
1631144324.9355552, 79.47, 79.93, 78.69
1631144325.7821963, 79.47, 79.81, 78.69
1631144326.628966, 79.47, 79.93, 78.69
1631144327.4757414, 79.47, 79.81, 78.69
1631144328.3224654, 79.47, 79.81, 78.69
1631144329.1691172, 79.47, 79.81, 78.69
1631144330.0158024, 79.47, 79.93, 78.69
1631144330.8624935, 79.47, 79.93, 78.69
1631144331.7093232, 79.47, 79.81, 78.69
1631144332.5558882, 79.47, 79.81, 78.69
1631144333.4026315, 79.47, 79.81, 78.69
1631144334.2492197, 79.47, 79.81, 78.69
1631144335.0959535, 79.47, 79.93, 78.69
1631144335.9425774, 79.47, 79.93, 78.69
1631144336.7893507, 79.47, 79.81, 78.69
1631144337.6359584, 79.47, 79.93, 78.69
1631144338.4824226, 79.47, 79.93, 78.69
1631144339.3290415, 79.47, 79.93, 78.69
1631144340.175728, 79.47, 79.93, 78.69
1631144341.0226493, 79.47, 79.93, 78.69
1631144341.8693466, 79.47, 79.93, 78.69
1631144342.7160876, 79.47, 79.93, 78.69
1631144343.5626419, 79.47, 79.93, 78.69
1631144344.4094398, 79.47, 79.93, 78.69
1631144345.2559655, 79.47, 79.93, 78.69
1631144346.102964, 79.47, 79.93, 78.69
1631144346.9495845, 79.59, 79.93, 78.69
1631144347.7961373, 79.59, 79.93, 78.69
1631144348.6428485, 79.47, 79.93, 78.69
1631144349.489525, 79.47, 79.93, 78.69
1631144350.3362398, 79.47, 79.93, 78.69
1631144351.182737, 79.59, 79.93, 78.69
1631144352.0293589, 79.59, 80.04, 78.69
1631144352.8759806, 79.59, 79.93, 78.69
1631144353.7229834, 79.59, 80.04, 78.69
1631144354.5696995, 79.47, 80.04, 78.69
1631144355.4162517, 79.59, 79.93, 78.69
1631144356.262847, 79.59, 80.04, 78.69
1631144357.109715, 79.59, 80.04, 78.69
1631144357.9563868, 79.47, 80.04, 78.69
1631144358.8030477, 79.47, 80.04, 78.69
1631144359.649709, 79.47, 80.04, 78.69
1631144360.4963884, 79.47, 80.04, 78.69
1631144361.3431263, 79.59, 80.04, 78.69
1631144362.189736, 79.47, 80.04, 78.69
1631144363.0363216, 79.47, 80.04, 78.69
1631144363.8828716, 79.47, 80.04, 78.69
1631144364.7295904, 79.59, 80.04, 78.69
1631144365.5762765, 79.47, 80.15, 78.69
1631144366.423141, 79.47, 80.15, 78.69
1631144367.269707, 79.47, 80.15, 78.69
1631144368.1164227, 79.47, 80.04, 78.69
1631144368.9629867, 79.47, 80.15, 78.69
1631144369.809774, 79.59, 80.04, 78.69
1631144370.6563203, 79.59, 80.04, 78.69
1631144371.5031567, 79.59, 80.15, 78.69
1631144372.349684, 79.47, 80.15, 78.69
1631144373.1962945, 79.47, 80.15, 78.69
1631144374.0429566, 79.47, 80.04, 78.69
1631144374.8895965, 79.47, 80.15, 78.69
1631144375.736296, 79.47, 80.15, 78.69
1631144376.5827103, 79.47, 80.15, 78.69
1631144377.4293153, 79.47, 80.15, 78.69
1631144378.2759767, 79.47, 80.04, 78.69
1631144379.1226053, 79.47, 80.04, 78.69
1631144379.969558, 79.47, 80.04, 78.69
1631144380.816179, 79.47, 80.04, 78.69
1631144381.662879, 79.47, 80.04, 78.69
1631144382.5094905, 79.47, 80.04, 78.69
1631144383.3560452, 79.47, 80.04, 78.69
1631144384.2026079, 79.47, 80.04, 78.69
1631144385.0493767, 79.47, 80.04, 78.69
1631144385.8960378, 79.47, 80.04, 78.69
1631144386.7427888, 79.47, 80.04, 78.69
1631144387.589351, 79.47, 80.04, 78.69
1631144388.4360497, 79.47, 80.04, 78.69
1631144389.2823598, 79.47, 80.04, 78.69
1631144390.128956, 79.47, 80.04, 78.69
1631144390.9756396, 79.47, 80.04, 78.69
1631144391.822583, 79.47, 80.04, 78.69
1631144392.669272, 79.47, 80.04, 78.69
1631144393.5159416, 79.47, 80.04, 78.69
1631144394.3625765, 79.47, 80.04, 78.69
1631144395.2091825, 79.47, 80.04, 78.69
1631144396.0557756, 79.47, 80.04, 78.69
1631144396.902568, 79.47, 80.04, 78.69
1631144397.749122, 79.47, 80.04, 78.69
1631144398.59569, 79.47, 80.04, 78.69
1631144399.4429727, 79.47, 80.04, 78.69
1631144400.288995, 79.47, 80.04, 78.69
1631144401.1355872, 79.47, 80.04, 78.69
1631144401.9821136, 79.47, 80.04, 78.69
1631144402.8286963, 79.47, 80.04, 78.69
1631144403.675342, 79.36, 80.04, 78.69
1631144404.5222738, 79.47, 80.04, 78.69
1631144405.368794, 79.47, 80.04, 78.69
1631144406.215522, 79.47, 80.04, 78.69
1631144407.0622685, 79.36, 80.04, 78.69
1631144407.9089148, 79.36, 80.04, 78.69
1631144408.7554336, 79.36, 79.93, 78.69
1631144409.6022787, 79.36, 80.04, 78.69
1631144410.4489126, 79.47, 80.04, 78.69
1631144411.2957025, 79.47, 79.93, 78.69
1631144412.1422377, 79.47, 79.93, 78.69
1631144412.9889243, 79.47, 80.04, 78.69
1631144413.8354766, 79.47, 79.93, 78.69
1631144414.682007, 79.36, 79.93, 78.69
1631144415.5286152, 79.47, 79.93, 78.69
1631144416.3754075, 79.36, 79.93, 78.69
1631144417.2222214, 79.47, 79.93, 78.69
1631144418.0689356, 79.36, 79.93, 78.69
1631144418.9155633, 79.36, 79.93, 78.69
1631144419.762207, 79.36, 79.93, 78.69
1631144420.6087599, 79.47, 79.93, 78.69
1631144421.455537, 79.36, 79.93, 78.69
1631144422.3020117, 79.36, 79.93, 78.69
1631144423.1487026, 79.36, 79.93, 78.69
1631144423.995301, 79.47, 79.93, 78.69
1631144424.841867, 79.36, 80.04, 78.69
1631144425.6885805, 79.47, 79.93, 78.69
1631144426.5352805, 79.47, 79.93, 78.69
1631144427.3815176, 79.36, 79.93, 78.69
1631144428.2282307, 79.36, 79.93, 78.69
1631144429.0747364, 79.47, 79.93, 78.69
1631144429.9215558, 79.47, 79.93, 78.69
1631144430.7683103, 79.47, 79.93, 78.69
1631144431.614904, 79.47, 79.93, 78.69
1631144432.4616313, 79.47, 79.93, 78.69
1631144433.308244, 79.36, 79.93, 78.69
1631144434.154841, 79.47, 79.93, 78.69
1631144435.001533, 79.36, 79.93, 78.69
1631144435.8481197, 79.47, 79.93, 78.69
1631144436.6947746, 79.47, 79.93, 78.69
1631144437.541467, 79.36, 79.93, 78.69
1631144438.3882153, 79.47, 79.93, 78.69
1631144439.2347515, 79.47, 79.93, 78.69
1631144440.0815694, 79.47, 79.93, 78.69
1631144440.9279165, 79.47, 79.93, 78.69
1631144441.7746882, 79.47, 79.93, 78.69
1631144442.6211894, 79.36, 79.93, 78.69
1631144443.4681478, 79.47, 79.93, 78.57
1631144444.3148363, 79.36, 79.93, 78.69
1631144445.1613724, 79.36, 80.04, 78.57
1631144446.008008, 79.36, 79.93, 78.69
1631144446.854771, 79.36, 80.04, 78.69
1631144447.7015004, 79.36, 80.04, 78.57
1631144448.5480425, 79.36, 80.04, 78.69
1631144449.3946977, 79.36, 80.04, 78.69
1631144450.2413926, 79.36, 80.04, 78.69
1631144451.0879004, 79.36, 80.04, 78.69
1631144451.934739, 79.36, 80.04, 78.57
1631144452.7813385, 79.36, 80.04, 78.57
1631144453.6277692, 79.36, 80.04, 78.57
1631144454.4743154, 79.36, 80.04, 78.57
1631144455.3209755, 79.36, 80.04, 78.57
1631144456.1679199, 79.36, 80.04, 78.57
1631144457.0145853, 79.36, 80.04, 78.57
1631144457.8612826, 79.36, 80.04, 78.57
1631144458.707782, 79.36, 80.04, 78.57
1631144459.5544884, 79.25, 80.04, 78.69
1631144460.4011607, 79.36, 80.04, 78.57
1631144461.2478724, 79.36, 80.04, 78.57
1631144462.094561, 79.36, 80.04, 78.57
1631144462.941245, 79.25, 80.04, 78.57
1631144463.7878947, 79.36, 80.04, 78.57
1631144464.634449, 79.36, 80.04, 78.57
1631144465.4811625, 79.36, 80.04, 78.57
1631144466.327487, 79.36, 80.04, 78.57
1631144467.1742113, 79.36, 80.04, 78.57
1631144468.0208476, 79.36, 80.04, 78.57
1631144468.8676627, 79.36, 80.04, 78.57
1631144469.7143497, 79.36, 80.04, 78.57
1631144470.560985, 79.36, 80.04, 78.57
1631144471.4076793, 79.36, 80.04, 78.57
1631144472.2542996, 79.36, 80.04, 78.57
1631144473.1009316, 79.36, 80.15, 78.57
1631144473.9476197, 79.36, 80.04, 78.57
1631144474.7942197, 79.36, 80.15, 78.69
1631144475.6409624, 79.36, 80.04, 78.57
1631144476.4876196, 79.36, 80.04, 78.57
1631144477.3341353, 79.36, 80.15, 78.57
1631144478.1808977, 79.36, 80.15, 78.57
1631144479.027184, 79.36, 80.15, 78.57
1631144479.8738198, 79.36, 80.15, 78.57
1631144480.7204201, 79.36, 80.15, 78.57
1631144481.5672915, 79.36, 80.15, 78.57
1631144482.414054, 79.36, 80.15, 78.57
1631144483.2607074, 79.36, 80.15, 78.57
1631144484.1073682, 79.36, 80.15, 78.57
1631144484.953939, 79.36, 80.15, 78.57
1631144485.8006442, 79.36, 80.15, 78.57
1631144486.6472647, 79.36, 80.15, 78.57
1631144487.493972, 79.36, 80.15, 78.57
1631144488.3405778, 79.36, 80.15, 78.57
1631144489.1872416, 79.36, 80.15, 78.57
1631144490.0339727, 79.36, 80.15, 78.57
1631144490.8805165, 79.36, 80.15, 78.57
1631144491.7270536, 79.36, 80.15, 78.57
1631144492.5736587, 79.36, 80.15, 78.57
1631144493.4203558, 79.36, 80.15, 78.57
1631144494.2670786, 79.25, 80.15, 78.57
1631144495.1136672, 79.36, 80.15, 78.57
1631144495.962616, 79.36, 80.15, 78.57
1631144496.80721, 79.36, 80.15, 78.57
1631144497.6538198, 79.36, 80.26, 78.57
1631144498.5004811, 79.25, 80.15, 78.46
1631144499.347048, 79.36, 80.15, 78.57
1631144500.193752, 79.36, 80.15, 78.57
1631144501.0404685, 79.25, 80.26, 78.57
1631144501.8869953, 79.25, 80.15, 78.46
1631144502.7336931, 79.36, 80.15, 78.57
1631144503.5802882, 79.25, 80.15, 78.57
1631144504.4266639, 79.25, 80.26, 78.57
1631144505.2733016, 79.36, 80.15, 78.57
1631144506.1198506, 79.25, 80.15, 78.57
1631144506.966978, 79.25, 80.15, 78.46
1631144507.8134837, 79.36, 80.15, 78.46
1631144508.6601992, 79.36, 80.15, 78.46
1631144509.5068376, 79.36, 80.15, 78.57
1631144510.3535411, 79.36, 80.26, 78.57
1631144511.2000914, 79.36, 80.26, 78.46
1631144512.0467274, 79.36, 80.26, 78.46
1631144512.8933024, 79.36, 80.26, 78.57
1631144513.7399652, 79.36, 80.26, 78.46
1631144514.5866108, 79.36, 80.26, 78.57
1631144515.4333184, 79.36, 80.26, 78.46
1631144516.2800255, 79.36, 80.26, 78.46
1631144517.1263006, 79.36, 80.26, 78.57
1631144517.973075, 79.36, 80.26, 78.57
1631144518.8197038, 79.36, 80.26, 78.57
1631144519.6662946, 79.36, 80.26, 78.46
1631144520.5131533, 79.36, 80.26, 78.46
1631144521.3597124, 79.36, 80.26, 78.46
1631144522.2065074, 79.36, 80.26, 78.57
1631144523.0530586, 79.36, 80.26, 78.46
1631144523.899747, 79.36, 80.26, 78.46
1631144524.7464294, 79.36, 80.26, 78.57
1631144525.5930307, 79.36, 80.26, 78.46
1631144526.4397473, 79.36, 80.26, 78.57
1631144527.2864456, 79.36, 80.26, 78.57
1631144528.1330795, 79.36, 80.26, 78.46
1631144528.979684, 79.36, 80.26, 78.57
1631144529.8260508, 79.36, 80.26, 78.57
1631144530.672697, 79.36, 80.38, 78.57
1631144531.5194101, 79.36, 80.38, 78.57
1631144532.3661978, 79.36, 80.38, 78.57
1631144533.2127612, 79.36, 80.38, 78.46
1631144534.0594916, 79.36, 80.26, 78.46
1631144534.906095, 79.36, 80.26, 78.46
1631144535.7525992, 79.36, 80.26, 78.57
1631144536.599461, 79.36, 80.26, 78.46
1631144537.4461093, 79.36, 80.26, 78.46
1631144538.292607, 79.36, 80.26, 78.57
1631144539.139338, 79.47, 80.26, 78.57
1631144539.9858196, 79.36, 80.26, 78.46
1631144540.832419, 79.47, 80.26, 78.46
1631144541.6790698, 79.36, 80.26, 78.46
1631144542.5254903, 79.36, 80.26, 78.57
1631144543.3720772, 79.36, 80.26, 78.57
1631144544.2187822, 79.36, 80.26, 78.46
1631144545.0653157, 79.36, 80.26, 78.57
1631144545.9123576, 79.36, 80.26, 78.46
1631144546.758781, 79.36, 80.26, 78.46
1631144547.60557, 79.36, 80.26, 78.46
1631144548.4522495, 79.36, 80.26, 78.46
1631144549.2987516, 79.36, 80.26, 78.57
1631144550.1453822, 79.47, 80.26, 78.46
1631144550.992108, 79.47, 80.26, 78.57
1631144551.838735, 79.36, 80.26, 78.46
1631144552.6853333, 79.47, 80.26, 78.46
1631144553.532081, 79.47, 80.26, 78.46
1631144554.3787003, 79.47, 80.26, 78.57
1631144555.2252696, 79.47, 80.26, 78.57
1631144556.071708, 79.47, 80.26, 78.57
1631144556.9184887, 79.47, 80.26, 78.46
1631144557.764862, 79.47, 80.26, 78.57
1631144558.6118073, 79.47, 80.15, 78.46
1631144559.4585166, 79.47, 80.26, 78.46
1631144560.3051102, 79.47, 80.26, 78.46
1631144561.1519372, 79.47, 80.15, 78.46
1631144561.9984386, 79.47, 80.26, 78.46
1631144562.8449855, 79.47, 80.26, 78.46
1631144563.6915686, 79.36, 80.15, 78.46
1631144564.5382652, 79.47, 80.26, 78.46
