time, 2843ad924d2001b5, 289329dd4d2001df, 288b18924d200116
1632683505.7262921, 70.81, 70.47, 70.81
1632683506.572364, 70.81, 70.47, 70.81
1632683507.4184046, 70.81, 70.47, 70.81
1632683508.264194, 70.81, 70.47, 70.81
1632683509.110163, 70.81, 70.47, 70.81
1632683509.9563203, 70.7, 70.47, 70.81
1632683510.8020155, 70.7, 70.47, 70.7
1632683511.6480372, 70.7, 70.47, 70.81
1632683512.49409, 70.7, 70.47, 70.7
1632683513.3402686, 70.7, 70.47, 70.7
1632683514.1862595, 70.7, 70.47, 70.7
1632683515.032216, 70.7, 70.47, 70.7
1632683515.8781672, 70.7, 70.47, 70.7
1632683516.7242208, 70.59, 70.36, 70.7
1632683517.5702798, 70.59, 70.47, 70.7
1632683518.4162142, 70.59, 70.36, 70.7
1632683519.2621021, 70.59, 70.47, 70.7
1632683520.1082191, 70.59, 70.47, 70.7
1632683520.9542017, 70.59, 70.47, 70.7
1632683521.800086, 70.59, 70.47, 70.7
1632683522.6462588, 70.59, 70.47, 70.7
1632683523.491976, 70.59, 70.36, 70.7
1632683524.3379169, 70.47, 70.47, 70.81
1632683525.1839168, 70.59, 70.47, 70.81
1632683526.0302298, 70.47, 70.47, 70.81
1632683526.8761044, 70.59, 70.36, 70.81
1632683527.7222936, 70.47, 70.36, 70.81
1632683528.5681844, 70.47, 70.47, 70.81
1632683529.4141686, 70.47, 70.47, 70.81
1632683530.2601213, 70.47, 70.47, 70.81
1632683531.1061618, 70.59, 70.36, 70.81
1632683531.9523118, 70.47, 70.47, 70.81
1632683532.7982361, 70.47, 70.47, 70.7
1632683533.644198, 70.47, 70.36, 70.7
1632683534.490274, 70.47, 70.36, 70.7
1632683535.3361528, 70.47, 70.47, 70.7
1632683536.1818697, 70.47, 70.36, 70.7
1632683537.0279045, 70.47, 70.36, 70.7
1632683537.8738837, 70.47, 70.36, 70.7
1632683538.7199812, 70.47, 70.36, 70.7
1632683539.5660875, 70.47, 70.36, 70.59
1632683540.4119334, 70.36, 70.36, 70.59
1632683541.2580407, 70.47, 70.36, 70.59
1632683542.1040409, 70.36, 70.36, 70.7
1632683542.949866, 70.36, 70.36, 70.59
1632683543.795898, 70.36, 70.36, 70.59
1632683544.6419291, 70.36, 70.36, 70.59
1632683545.487665, 70.36, 70.36, 70.59
1632683546.3337178, 70.36, 70.36, 70.59
1632683547.1797693, 70.36, 70.36, 70.59
1632683548.025635, 70.36, 70.36, 70.59
1632683548.8713996, 70.36, 70.36, 70.59
1632683549.71732, 70.36, 70.36, 70.47
1632683550.5632205, 70.36, 70.36, 70.47
1632683551.4092886, 70.36, 70.36, 70.59
1632683552.2555292, 70.36, 70.36, 70.59
1632683553.101609, 70.36, 70.36, 70.59
1632683553.947498, 70.36, 70.36, 70.59
1632683554.7933908, 70.36, 70.36, 70.59
1632683555.6397192, 70.36, 70.36, 70.47
1632683556.4853892, 70.36, 70.36, 70.59
1632683557.3312788, 70.25, 70.36, 70.59
1632683558.1772738, 70.36, 70.36, 70.59
1632683559.023194, 70.36, 70.36, 70.59
1632683559.8692617, 70.36, 70.36, 70.59
1632683560.7151613, 70.36, 70.36, 70.59
1632683561.5612426, 70.36, 70.36, 70.59
1632683562.4068713, 70.36, 70.36, 70.59
1632683563.2529268, 70.36, 70.36, 70.59
1632683564.0988944, 70.47, 70.36, 70.59
1632683564.9451804, 70.47, 70.36, 70.59
1632683565.7911987, 70.47, 70.36, 70.59
1632683566.637144, 70.47, 70.36, 70.59
1632683567.483214, 70.36, 70.36, 70.59
1632683568.3290389, 70.47, 70.36, 70.59
1632683569.1748364, 70.36, 70.36, 70.59
1632683570.0209043, 70.36, 70.36, 70.47
1632683570.8669, 70.36, 70.36, 70.47
1632683571.712803, 70.36, 70.36, 70.47
1632683572.5587306, 70.36, 70.25, 70.47
1632683573.4046636, 70.36, 70.25, 70.36
1632683574.250687, 70.36, 70.25, 70.36
1632683575.0962982, 70.25, 70.25, 70.36
1632683575.9422963, 70.36, 70.25, 70.36
1632683576.788249, 70.25, 70.25, 70.36
1632683577.6342833, 70.25, 70.25, 70.36
1632683578.4802923, 70.25, 70.25, 70.36
1632683579.3262618, 70.25, 70.25, 70.25
1632683580.1721485, 70.25, 70.25, 70.36
1632683581.0181632, 70.25, 70.25, 70.25
1632683581.8640578, 70.14, 70.25, 70.25
1632683582.7098815, 70.14, 70.25, 70.25
1632683583.5559413, 70.14, 70.25, 70.25
1632683584.401917, 70.14, 70.25, 70.25
1632683585.2477996, 70.14, 70.14, 70.25
1632683586.0938258, 70.14, 70.14, 70.25
1632683586.9397058, 70.02, 70.14, 70.25
1632683587.7853894, 70.14, 70.14, 70.25
1632683588.6313002, 70.14, 70.14, 70.25
1632683589.4771645, 70.14, 70.14, 70.25
1632683590.3233628, 70.14, 70.14, 70.25
1632683591.1692932, 70.02, 70.14, 70.25
1632683592.015212, 70.14, 70.14, 70.14
1632683592.8611221, 70.14, 70.14, 70.14
1632683593.7070928, 70.02, 70.14, 70.14
1632683594.5529666, 70.02, 70.14, 70.14
1632683595.3988318, 70.14, 70.14, 70.14
1632683596.2448394, 70.14, 70.14, 70.14
1632683597.090765, 70.02, 70.14, 70.14
1632683597.9366274, 70.02, 70.14, 70.14
1632683598.7826579, 70.02, 70.14, 70.14
1632683599.628578, 70.02, 70.14, 70.14
1632683600.4741926, 70.02, 70.14, 70.14
1632683601.32017, 70.02, 70.14, 70.14
1632683602.1661127, 70.02, 70.14, 70.14
1632683603.0120418, 70.02, 70.14, 70.14
1632683603.8582513, 70.02, 70.14, 70.14
1632683604.7042017, 70.02, 70.14, 70.14
1632683605.5501332, 70.02, 70.14, 70.14
1632683606.3960786, 70.02, 70.14, 70.14
1632683607.242042, 70.02, 70.14, 70.14
1632683608.0879526, 70.02, 70.14, 70.14
1632683608.9338906, 70.02, 70.14, 70.14
1632683609.7799385, 70.02, 70.02, 70.14
1632683610.6257625, 70.02, 70.14, 70.14
1632683611.4717393, 70.02, 70.02, 70.14
1632683612.31754, 70.02, 70.02, 70.14
1632683613.1633697, 70.02, 70.02, 70.14
1632683614.009257, 70.02, 70.14, 70.14
1632683614.8552485, 70.14, 70.14, 70.14
1632683615.7015498, 70.14, 70.14, 70.14
1632683616.5474648, 70.02, 70.02, 70.14
1632683617.3932664, 70.14, 70.14, 70.14
1632683618.2393, 70.14, 70.14, 70.14
1632683619.0851493, 70.14, 70.14, 70.14
1632683619.9311914, 70.14, 70.14, 70.14
1632683620.7770982, 70.14, 70.14, 70.14
1632683621.623072, 70.14, 70.14, 70.25
1632683622.4689043, 70.14, 70.14, 70.14
1632683623.3149638, 70.14, 70.14, 70.14
1632683624.1608765, 70.02, 70.14, 70.14
1632683625.0067973, 70.14, 70.14, 70.14
1632683625.8524177, 70.02, 70.14, 70.14
1632683626.698391, 70.02, 70.14, 70.14
1632683627.5443177, 70.02, 70.14, 70.14
1632683628.390556, 70.02, 70.14, 70.14
1632683629.2365384, 70.02, 70.02, 70.14
1632683630.0824091, 70.02, 70.02, 70.02
1632683630.928213, 70.02, 70.02, 70.02
1632683631.7741966, 70.02, 70.02, 70.02
1632683632.6199973, 70.02, 70.02, 70.02
1632683633.4659429, 69.91, 70.02, 70.14
1632683634.3118515, 70.02, 70.14, 70.02
1632683635.1577578, 70.02, 70.14, 70.02
1632683636.00371, 69.91, 70.14, 70.02
1632683636.8497233, 70.02, 70.14, 70.14
1632683637.6955874, 70.02, 70.14, 70.14
1632683638.5415883, 70.02, 70.14, 70.14
1632683639.3872497, 70.02, 70.14, 70.14
1632683640.2331595, 70.02, 70.14, 70.14
1632683641.079315, 70.02, 70.14, 70.14
1632683641.9253054, 70.02, 70.14, 70.14
1632683642.7712185, 70.02, 70.14, 70.14
1632683643.617214, 70.02, 70.14, 70.14
1632683644.4629037, 70.02, 70.14, 70.14
1632683645.3088384, 70.02, 70.14, 70.14
1632683646.1548083, 70.02, 70.14, 70.14
1632683647.000633, 70.02, 70.14, 70.14
1632683647.8467278, 70.02, 70.14, 70.14
1632683648.6925466, 70.02, 70.14, 70.14
1632683649.538531, 70.02, 70.14, 70.14
1632683650.3844266, 70.02, 70.14, 70.14
1632683651.2303033, 70.02, 70.14, 70.14
1632683652.0759802, 70.02, 70.14, 70.14
1632683652.9223368, 70.02, 70.14, 70.14
1632683653.7678998, 70.02, 70.14, 70.14
1632683654.6139374, 70.02, 70.14, 70.14
1632683655.4599645, 70.02, 70.14, 70.14
1632683656.3059168, 70.02, 70.14, 70.14
1632683657.1519434, 70.02, 70.14, 70.14
1632683657.99793, 70.02, 70.14, 70.14
1632683658.8436975, 70.02, 70.14, 70.14
1632683659.6896818, 70.02, 70.02, 70.14
1632683660.5355701, 70.02, 70.02, 70.02
1632683661.3815684, 70.02, 70.14, 70.02
1632683662.2273352, 70.02, 70.02, 70.02
1632683663.0732152, 69.91, 70.02, 70.02
1632683663.9188979, 70.02, 70.02, 70.02
1632683664.7645824, 70.02, 70.02, 70.02
1632683665.6105309, 69.91, 70.02, 70.02
1632683666.456357, 69.91, 70.02, 70.02
1632683667.3025084, 69.91, 70.02, 70.02
1632683668.1485267, 69.8, 70.02, 70.02
1632683668.9942615, 69.91, 70.02, 69.91
1632683669.8402517, 69.8, 70.02, 69.91
1632683670.6860945, 69.8, 70.02, 69.91
1632683671.532089, 69.91, 70.02, 69.91
1632683672.3778799, 69.91, 70.02, 69.91
1632683673.223937, 69.8, 70.02, 69.91
1632683674.0697813, 69.8, 70.02, 69.91
1632683674.9157631, 69.8, 70.02, 69.91
1632683675.7616022, 69.8, 70.02, 69.91
1632683676.607644, 69.8, 69.91, 69.91
1632683677.4533029, 69.8, 69.91, 69.91
1632683678.2993329, 69.8, 69.91, 69.91
1632683679.1452224, 69.8, 70.02, 69.91
1632683679.9912374, 69.8, 69.91, 69.91
1632683680.8372657, 69.8, 70.02, 69.91
1632683681.682958, 69.8, 70.02, 69.91
1632683682.5289564, 69.8, 69.91, 69.91
1632683683.3750618, 69.8, 69.91, 69.91
1632683684.2208226, 69.8, 69.91, 69.8
1632683685.066891, 69.8, 69.91, 69.91
1632683685.912721, 69.8, 69.91, 69.91
1632683686.7588503, 69.8, 69.91, 69.91
1632683687.6046438, 69.8, 69.91, 69.91
1632683688.4506402, 69.8, 69.91, 69.91
1632683689.296388, 69.8, 69.91, 69.91
1632683690.1421478, 69.8, 69.91, 69.91
1632683690.9880862, 69.8, 69.91, 69.91
1632683691.8340485, 69.8, 69.91, 69.8
1632683692.680036, 69.8, 69.91, 69.8
1632683693.526021, 69.8, 69.91, 69.8
1632683694.3720467, 69.8, 69.91, 69.91
1632683695.2179391, 69.8, 69.91, 69.8
1632683696.063714, 69.8, 69.91, 69.91
1632683696.9097197, 69.8, 69.91, 69.8
1632683697.7556326, 69.8, 69.91, 69.91
1632683698.6015747, 69.8, 69.91, 69.8
1632683699.4472682, 69.8, 69.91, 69.8
1632683700.2932632, 69.8, 69.91, 69.91
1632683701.1391773, 69.8, 69.91, 69.91
1632683701.9850404, 69.8, 69.8, 69.91
1632683702.8308725, 69.8, 69.8, 69.91
1632683703.6767206, 69.8, 69.8, 69.91
1632683704.5226026, 69.8, 69.8, 69.91
1632683705.368651, 69.8, 69.8, 69.91
1632683706.214723, 69.8, 69.91, 69.91
1632683707.0606601, 69.8, 69.8, 69.91
1632683707.9065766, 69.8, 69.8, 69.91
1632683708.752541, 69.8, 69.8, 69.91
1632683709.5982842, 69.8, 69.8, 69.91
1632683710.4442122, 69.8, 69.8, 69.91
1632683711.290126, 69.8, 69.8, 69.91
1632683712.1360095, 69.8, 69.8, 69.91
1632683712.9821002, 69.8, 69.8, 69.91
1632683713.8279753, 69.8, 69.8, 69.8
1632683714.673915, 69.8, 69.8, 69.8
1632683715.519527, 69.8, 69.8, 69.8
1632683716.3654697, 69.69, 69.8, 69.8
1632683717.211335, 69.69, 69.8, 69.8
1632683718.0573297, 69.8, 69.8, 69.8
1632683718.903515, 69.69, 69.69, 69.8
1632683719.749408, 69.69, 69.8, 69.8
1632683720.5953767, 69.69, 69.69, 69.8
1632683721.4413314, 69.8, 69.69, 69.91
1632683722.2871518, 69.69, 69.69, 69.91
1632683723.1332166, 69.8, 69.69, 69.91
1632683723.9791622, 69.69, 69.69, 69.91
1632683724.8251712, 69.8, 69.8, 69.91
1632683725.671011, 69.8, 69.69, 69.91
1632683726.5170913, 69.8, 69.69, 69.91
1632683727.3630764, 69.69, 69.69, 69.91
1632683728.2087975, 69.8, 69.69, 69.91
1632683729.054736, 69.8, 69.69, 69.91
1632683729.9006, 69.8, 69.69, 69.91
1632683730.7468836, 69.8, 69.69, 69.91
1632683731.5928397, 69.91, 69.8, 69.91
1632683732.4386666, 69.91, 69.69, 70.02
1632683733.2847023, 69.91, 69.69, 70.02
1632683734.1306999, 69.91, 69.8, 70.02
1632683734.9764936, 69.91, 69.69, 70.02
1632683735.8224661, 69.91, 69.69, 70.02
1632683736.6683235, 69.91, 69.8, 70.02
1632683737.5141916, 70.02, 69.69, 70.02
1632683738.360235, 70.02, 69.8, 70.02
1632683739.2060807, 70.02, 69.8, 70.02
1632683740.0520666, 70.14, 69.8, 70.02
1632683740.8977647, 70.14, 69.8, 70.02
1632683741.743655, 70.02, 69.8, 70.02
1632683742.5895228, 70.14, 69.8, 70.02
1632683743.4355016, 70.14, 69.8, 70.02
1632683744.2816236, 70.14, 69.8, 70.02
1632683745.127508, 70.14, 69.8, 70.02
1632683745.9733353, 70.25, 69.8, 70.02
1632683746.8191998, 70.25, 69.8, 70.02
1632683747.6652184, 70.14, 69.8, 70.02
1632683748.5110233, 70.25, 69.8, 70.02
1632683749.3574095, 70.25, 69.8, 70.02
1632683750.2029302, 70.25, 69.8, 70.02
1632683751.0486913, 70.36, 69.8, 70.14
1632683751.894781, 70.36, 69.8, 70.14
1632683752.740722, 70.36, 69.8, 70.14
1632683753.586626, 70.36, 69.8, 70.14
1632683754.432307, 70.36, 69.8, 70.14
1632683755.2782927, 70.36, 69.8, 70.14
1632683756.1241922, 70.36, 69.8, 70.14
1632683756.9704123, 70.36, 69.8, 70.14
1632683757.8164666, 70.36, 69.8, 70.14
1632683758.6622949, 70.36, 69.8, 70.14
1632683759.5080252, 70.47, 69.8, 70.14
1632683760.3540235, 70.47, 69.8, 70.14
1632683761.1999633, 70.36, 69.8, 70.14
1632683762.0457838, 70.47, 69.8, 70.14
1632683762.8919358, 70.47, 69.91, 70.14
1632683763.7378056, 70.47, 69.91, 70.14
1632683764.5838099, 70.47, 69.8, 70.14
1632683765.4296591, 70.47, 69.8, 70.14
1632683766.2755976, 70.47, 69.8, 70.14
1632683767.1212878, 70.47, 69.91, 70.14
1632683767.9673278, 70.47, 69.91, 70.25
1632683768.81322, 70.47, 69.91, 70.25
1632683769.6593964, 70.47, 69.91, 70.14
1632683770.5052898, 70.47, 69.91, 70.25
1632683771.3512225, 70.36, 69.91, 70.25
1632683772.1970637, 70.36, 69.91, 70.25
1632683773.0431604, 70.36, 69.91, 70.25
1632683773.888985, 70.36, 69.91, 70.25
1632683774.7349968, 70.47, 69.91, 70.25
1632683775.5807686, 70.36, 69.91, 70.25
1632683776.4269037, 70.47, 69.91, 70.25
1632683777.272726, 70.47, 69.91, 70.25
1632683778.1186867, 70.47, 69.91, 70.25
1632683778.9646566, 70.36, 69.91, 70.25
1632683779.810336, 70.47, 69.91, 70.25
1632683780.656277, 70.47, 69.91, 70.25
1632683781.5021932, 70.36, 69.91, 70.25
1632683782.3484275, 70.47, 69.91, 70.36
1632683783.1943872, 70.47, 69.91, 70.25
1632683784.0404558, 70.47, 69.91, 70.25
1632683784.8863573, 70.47, 69.91, 70.36
1632683785.7322166, 70.47, 69.91, 70.36
1632683786.578195, 70.47, 69.91, 70.25
1632683787.4241874, 70.47, 69.91, 70.36
1632683788.269971, 70.47, 69.91, 70.36
1632683789.1160593, 70.47, 69.91, 70.36
1632683789.9620912, 70.47, 69.91, 70.36
1632683790.8077605, 70.36, 70.02, 70.36
1632683791.6538177, 70.36, 69.91, 70.36
1632683792.4996712, 70.47, 70.02, 70.36
1632683793.3454902, 70.47, 69.91, 70.36
1632683794.191447, 70.47, 70.02, 70.36
1632683795.0376055, 70.47, 70.02, 70.36
1632683795.8834546, 70.47, 70.02, 70.36
1632683796.729528, 70.47, 70.02, 70.36
1632683797.5754483, 70.47, 69.91, 70.36
1632683798.421349, 70.47, 70.02, 70.47
1632683799.267311, 70.47, 70.02, 70.47
1632683800.113365, 70.47, 70.02, 70.47
1632683800.9593298, 70.47, 70.02, 70.47
1632683801.8051896, 70.47, 70.02, 70.47
1632683802.6512725, 70.47, 70.02, 70.47
1632683803.4972732, 70.47, 70.02, 70.47
1632683804.3432539, 70.59, 70.02, 70.47
1632683805.1887674, 70.47, 70.02, 70.47
1632683806.0348845, 70.59, 70.02, 70.47
1632683806.8808222, 70.59, 70.02, 70.47
1632683807.7270875, 70.47, 70.02, 70.47
1632683808.5730512, 70.59, 70.02, 70.47
1632683809.4189022, 70.59, 70.02, 70.47
1632683810.2648635, 70.47, 70.14, 70.47
1632683811.1108983, 70.47, 70.02, 70.47
1632683811.9568322, 70.59, 70.14, 70.47
1632683812.8027043, 70.47, 70.02, 70.47
1632683813.6488013, 70.47, 70.14, 70.47
1632683814.4946547, 70.47, 70.02, 70.47
1632683815.3406103, 70.59, 70.02, 70.47
1632683816.1866283, 70.59, 70.14, 70.47
1632683817.032552, 70.59, 70.14, 70.47
1632683817.8781245, 70.59, 70.14, 70.47
1632683818.7243254, 70.59, 70.14, 70.47
1632683819.5702908, 70.59, 70.14, 70.59
1632683820.41642, 70.59, 70.14, 70.47
1632683821.262476, 70.59, 70.14, 70.47
1632683822.108278, 70.59, 70.14, 70.59
1632683822.9543796, 70.59, 70.14, 70.47
1632683823.8002236, 70.7, 70.14, 70.59
1632683824.6462271, 70.7, 70.14, 70.59
1632683825.4922287, 70.7, 70.14, 70.59
1632683826.3381977, 70.7, 70.14, 70.59
1632683827.1842558, 70.7, 70.14, 70.59
1632683828.0301092, 70.7, 70.25, 70.59
1632683828.8762004, 70.7, 70.14, 70.59
1632683829.722166, 70.81, 70.14, 70.59
1632683830.5678575, 70.81, 70.25, 70.59
1632683831.4138532, 70.81, 70.14, 70.59
1632683832.2598104, 70.81, 70.25, 70.59
1632683833.1060433, 70.81, 70.14, 70.59
1632683833.9521413, 70.81, 70.14, 70.59
1632683834.7979693, 70.81, 70.25, 70.59
1632683835.6438518, 70.81, 70.25, 70.59
1632683836.4898293, 70.81, 70.25, 70.59
1632683837.3358488, 70.81, 70.25, 70.59
1632683838.1819644, 70.93, 70.25, 70.59
1632683839.0279143, 70.81, 70.25, 70.59
1632683839.8738775, 70.81, 70.25, 70.59
1632683840.7198846, 70.81, 70.25, 70.59
1632683841.565855, 70.81, 70.25, 70.59
1632683842.411889, 70.81, 70.25, 70.59
1632683843.2577016, 70.7, 70.25, 70.59
1632683844.1035967, 70.81, 70.25, 70.59
1632683844.9495697, 70.7, 70.25, 70.59
1632683845.795536, 70.81, 70.25, 70.59
1632683846.6423082, 70.7, 70.25, 70.59
1632683847.4875915, 70.7, 70.25, 70.47
1632683848.3337882, 70.81, 70.25, 70.47
1632683849.1795545, 70.7, 70.14, 70.47
1632683850.0255833, 70.7, 70.25, 70.47
1632683850.871528, 70.7, 70.25, 70.47
1632683851.7174282, 70.7, 70.14, 70.47
1632683852.5632696, 70.7, 70.14, 70.47
1632683853.4094834, 70.7, 70.14, 70.47
1632683854.2555315, 70.81, 70.14, 70.47
1632683855.1013813, 70.7, 70.14, 70.47
1632683855.9474256, 70.7, 70.14, 70.47
1632683856.7931259, 70.81, 70.14, 70.47
1632683857.6390328, 70.7, 70.25, 70.47
1632683858.4850345, 70.7, 70.14, 70.47
1632683859.3311265, 70.7, 70.14, 70.47
1632683860.1770723, 70.81, 70.14, 70.47
1632683861.0230775, 70.81, 70.14, 70.47
1632683861.869066, 70.7, 70.14, 70.47
1632683862.714874, 70.81, 70.14, 70.47
1632683863.561055, 70.81, 70.14, 70.36
1632683864.4069834, 70.81, 70.14, 70.36
1632683865.2529695, 70.81, 70.14, 70.36
1632683866.0988765, 70.81, 70.14, 70.36
1632683866.9447696, 70.81, 70.14, 70.36
1632683867.790715, 70.81, 70.14, 70.47
1632683868.636735, 70.81, 70.14, 70.36
1632683869.4822917, 70.81, 70.14, 70.36
1632683870.3282573, 70.7, 70.14, 70.47
1632683871.1742601, 70.81, 70.14, 70.36
1632683872.020461, 70.81, 70.14, 70.36
1632683872.8662364, 70.81, 70.14, 70.47
1632683873.712374, 70.81, 70.14, 70.36
1632683874.5583467, 70.81, 70.14, 70.36
1632683875.404278, 70.81, 70.25, 70.36
1632683876.25015, 70.81, 70.14, 70.47
1632683877.0961397, 70.81, 70.25, 70.47
1632683877.941935, 70.81, 70.14, 70.36
1632683878.7881749, 70.81, 70.14, 70.47
1632683879.6340294, 70.81, 70.25, 70.36
1632683880.479981, 70.81, 70.25, 70.47
1632683881.3260179, 70.81, 70.14, 70.47
1632683882.1717455, 70.81, 70.25, 70.47
1632683883.0176706, 70.81, 70.25, 70.47
1632683883.8637102, 70.81, 70.25, 70.47
1632683884.709773, 70.81, 70.25, 70.47
1632683885.5556946, 70.81, 70.25, 70.47
1632683886.401719, 70.81, 70.25, 70.47
1632683887.247603, 70.81, 70.25, 70.47
1632683888.0937614, 70.81, 70.25, 70.47
1632683888.939682, 70.81, 70.25, 70.47
1632683889.7854772, 70.81, 70.25, 70.47
1632683890.6314833, 70.81, 70.25, 70.47
1632683891.4774797, 70.81, 70.25, 70.47
1632683892.3234842, 70.81, 70.25, 70.47
1632683893.169277, 70.81, 70.25, 70.47
1632683894.0152893, 70.81, 70.36, 70.47
1632683894.8609114, 70.7, 70.25, 70.47
1632683895.7068486, 70.81, 70.25, 70.47
1632683896.5528967, 70.7, 70.36, 70.47
1632683897.3987834, 70.7, 70.36, 70.47
1632683898.244884, 70.81, 70.36, 70.47
1632683899.0908248, 70.81, 70.36, 70.47
1632683899.9369211, 70.81, 70.36, 70.47
1632683900.782792, 70.81, 70.36, 70.47
1632683901.6288416, 70.7, 70.36, 70.47
1632683902.4747517, 70.7, 70.36, 70.47
1632683903.3208015, 70.7, 70.25, 70.47
1632683904.1667354, 70.7, 70.36, 70.47
1632683905.0126812, 70.7, 70.36, 70.47
1632683905.85863, 70.7, 70.36, 70.47
1632683906.704601, 70.7, 70.36, 70.47
1632683907.5503032, 70.7, 70.36, 70.47
1632683908.396309, 70.7, 70.36, 70.47
1632683909.2422118, 70.7, 70.36, 70.47
1632683910.0884755, 70.7, 70.36, 70.47
1632683910.9344215, 70.7, 70.36, 70.47
1632683911.7804613, 70.81, 70.36, 70.47
1632683912.6262877, 70.7, 70.36, 70.47
1632683913.4724174, 70.7, 70.36, 70.47
1632683914.3183057, 70.7, 70.36, 70.36
1632683915.164352, 70.7, 70.36, 70.47
1632683916.010283, 70.7, 70.36, 70.47
1632683916.856338, 70.7, 70.36, 70.36
1632683917.7022998, 70.7, 70.36, 70.47
1632683918.5482538, 70.7, 70.36, 70.36
1632683919.3941538, 70.7, 70.47, 70.36
1632683920.239961, 70.7, 70.47, 70.36
1632683921.0858667, 70.7, 70.36, 70.36
1632683921.9318094, 70.7, 70.36, 70.36
1632683922.7778776, 70.7, 70.36, 70.36
1632683923.6240034, 70.7, 70.36, 70.36
1632683924.4697828, 70.7, 70.47, 70.36
1632683925.3157709, 70.7, 70.47, 70.36
1632683926.1617682, 70.7, 70.47, 70.36
1632683927.0076966, 70.7, 70.47, 70.36
1632683927.8537464, 70.7, 70.47, 70.36
1632683928.6997614, 70.7, 70.47, 70.36
1632683929.545652, 70.7, 70.47, 70.36
1632683930.3916004, 70.7, 70.47, 70.36
1632683931.2375517, 70.81, 70.47, 70.47
1632683932.0834315, 70.81, 70.47, 70.36
1632683932.9291866, 70.81, 70.47, 70.36
1632683933.7751343, 70.7, 70.47, 70.36
1632683934.621129, 70.81, 70.47, 70.36
1632683935.4671755, 70.81, 70.59, 70.36
1632683936.3132036, 70.81, 70.59, 70.36
1632683937.159184, 70.81, 70.59, 70.36
1632683938.0051181, 70.81, 70.59, 70.36
1632683938.851188, 70.81, 70.59, 70.36
1632683939.6971407, 70.81, 70.59, 70.36
1632683940.543017, 70.81, 70.59, 70.36
1632683941.3890738, 70.81, 70.59, 70.36
1632683942.2350428, 70.81, 70.59, 70.36
1632683943.0810165, 70.81, 70.59, 70.36
1632683943.927592, 70.7, 70.59, 70.36
1632683944.7730563, 70.7, 70.59, 70.36
1632683945.6188853, 70.7, 70.59, 70.36
1632683946.4646835, 70.7, 70.59, 70.36
1632683947.3106499, 70.7, 70.59, 70.36
1632683948.1567767, 70.7, 70.59, 70.36
1632683949.0029056, 70.7, 70.59, 70.36
1632683949.8488543, 70.7, 70.59, 70.36
1632683950.6947734, 70.7, 70.59, 70.36
1632683951.5406094, 70.7, 70.59, 70.25
1632683952.3866644, 70.7, 70.59, 70.36
1632683953.2326925, 70.7, 70.59, 70.25
1632683954.078618, 70.7, 70.59, 70.25
1632683954.924608, 70.59, 70.59, 70.36
1632683955.7704413, 70.59, 70.59, 70.25
1632683956.6163704, 70.59, 70.59, 70.25
1632683957.4623563, 70.59, 70.59, 70.25
1632683958.3081367, 70.59, 70.59, 70.25
1632683959.1540203, 70.59, 70.59, 70.25
1632683959.999952, 70.59, 70.47, 70.25
1632683960.8459637, 70.59, 70.59, 70.25
1632683961.6922355, 70.59, 70.59, 70.25
1632683962.5380309, 70.59, 70.59, 70.25
1632683963.3841164, 70.59, 70.59, 70.36
1632683964.2300553, 70.59, 70.59, 70.36
1632683965.076054, 70.59, 70.59, 70.36
1632683965.9221, 70.7, 70.59, 70.36
1632683966.7679362, 70.59, 70.59, 70.36
1632683967.6139257, 70.59, 70.59, 70.36
1632683968.460003, 70.59, 70.59, 70.36
1632683969.3059254, 70.59, 70.59, 70.36
1632683970.1519632, 70.59, 70.59, 70.36
1632683970.9979315, 70.59, 70.59, 70.36
1632683971.8436227, 70.7, 70.59, 70.47
1632683972.6895223, 70.7, 70.59, 70.47
1632683973.535605, 70.7, 70.59, 70.47
1632683974.3819218, 70.7, 70.59, 70.47
1632683975.2278519, 70.7, 70.59, 70.47
1632683976.0738919, 70.7, 70.59, 70.47
1632683976.9199018, 70.7, 70.59, 70.47
1632683977.7658982, 70.7, 70.59, 70.47
1632683978.6119788, 70.59, 70.59, 70.47
1632683979.457915, 70.7, 70.7, 70.47
1632683980.3038037, 70.59, 70.59, 70.47
1632683981.149759, 70.7, 70.59, 70.47
1632683981.9957361, 70.7, 70.59, 70.47
1632683982.8418334, 70.7, 70.59, 70.47
1632683983.6877182, 70.59, 70.59, 70.47
1632683984.5334802, 70.7, 70.59, 70.47
1632683985.3793101, 70.7, 70.59, 70.47
1632683986.225262, 70.7, 70.59, 70.47
1632683987.0712996, 70.7, 70.59, 70.47
1632683987.9174726, 70.7, 70.59, 70.47
1632683988.7634687, 70.7, 70.59, 70.47
1632683989.6095088, 70.7, 70.7, 70.47
1632683990.455419, 70.7, 70.7, 70.59
1632683991.3013282, 70.7, 70.7, 70.59
1632683992.1473262, 70.81, 70.7, 70.59
1632683992.9932418, 70.7, 70.7, 70.59
1632683993.8393023, 70.7, 70.7, 70.59
1632683994.6852036, 70.81, 70.7, 70.59
1632683995.5311558, 70.81, 70.7, 70.59
1632683996.377104, 70.81, 70.7, 70.59
1632683997.2228086, 70.81, 70.7, 70.59
1632683998.068824, 70.81, 70.7, 70.59
1632683998.9148405, 70.81, 70.7, 70.59
1632683999.7610059, 70.81, 70.7, 70.59
1632684000.6068647, 70.81, 70.7, 70.7
1632684001.4529958, 70.81, 70.7, 70.7
