time, 4020824211773201175, 4025185137773201155, 4067173146773201181, 4091235214773201212, 4015213417077320185, 4010224513677320196, 403037224773201139, 406908213773201128, 40024920777320136, 40217218126773201172, 405322121277320127, 402272285877320170, 401400620977320137, 409061132773201254, 4016624233773201214, 40245178127773201199
1646940083.9426398, 47.75, 47.86, 48.42, 48.76, 48.65, 46.85, 47.86, 48.2, 47.75, 48.2, 47.19, 47.75, 48.76, 49.1, 47.97, 48.88
1646940143.622331, 47.41, 47.53, 47.97, 47.86, 48.31, 46.29, 47.97, 48.2, 47.64, 47.3, 46.85, 47.41, 48.76, 48.76, 48.09, 48.2
1646940203.293156, 47.08, 47.19, 47.75, 47.64, 47.75, 45.84, 47.86, 47.3, 47.53, 47.3, 46.63, 46.96, 48.54, 48.2, 47.64, 47.75
1646940262.9663038, 47.08, 46.96, 47.19, 47.08, 47.41, 45.72, 47.53, 47.3, 47.3, 47.3, 46.4, 46.85, 47.97, 47.64, 46.96, 47.53
1646940322.6445398, 46.96, 46.74, 46.74, 46.96, 46.96, 45.72, 47.41, 47.3, 47.08, 47.3, 46.17, 46.63, 47.75, 47.3, 46.74, 47.41
1646940382.3225403, 46.74, 46.29, 46.29, 46.63, 46.74, 45.61, 47.08, 47.3, 46.85, 47.3, 46.06, 46.4, 47.64, 46.96, 46.51, 47.19
1646940442.000871, 46.96, 46.51, 46.74, 46.29, 46.85, 45.84, 47.08, 47.3, 46.96, 47.3, 46.17, 46.4, 47.86, 47.08, 46.96, 47.19
1646940501.6740263, 46.85, 46.51, 46.85, 46.29, 46.74, 45.61, 46.85, 46.4, 46.74, 47.3, 46.4, 46.51, 47.75, 47.3, 46.85, 47.3
1646940561.3435261, 46.51, 46.06, 46.4, 46.17, 46.74, 45.5, 46.96, 47.3, 46.74, 46.4, 45.95, 46.51, 47.53, 47.08, 46.63, 47.19
1646940621.0129302, 46.74, 46.17, 46.74, 46.06, 47.19, 46.06, 47.41, 47.3, 46.63, 47.3, 45.84, 46.85, 47.75, 47.86, 46.96, 47.75
1646940680.6848302, 47.3, 46.85, 47.19, 46.63, 47.75, 46.51, 47.41, 48.2, 46.63, 47.3, 45.95, 46.85, 47.86, 48.31, 47.19, 48.31
1646940740.3542972, 47.75, 47.3, 47.41, 47.08, 48.09, 46.51, 47.75, 48.2, 46.85, 48.2, 46.4, 47.08, 47.53, 48.31, 46.74, 48.31
1646940800.026208, 47.64, 47.3, 47.19, 47.08, 47.64, 46.29, 47.41, 48.2, 47.19, 48.2, 46.96, 47.19, 47.19, 47.75, 46.4, 47.64
1646940859.691966, 47.53, 47.08, 47.08, 46.63, 47.41, 46.06, 47.08, 48.2, 47.41, 48.2, 47.19, 47.3, 47.08, 47.53, 46.4, 47.53
1646940919.3627512, 47.64, 47.3, 46.85, 46.4, 47.3, 46.29, 46.51, 48.2, 47.19, 48.2, 47.08, 47.3, 47.19, 47.3, 46.17, 47.53
1646940979.0397692, 47.3, 47.08, 46.96, 46.4, 47.19, 46.29, 46.85, 48.2, 47.19, 48.2, 47.19, 47.53, 47.19, 47.3, 46.06, 47.64
1646941038.7204962, 47.08, 46.85, 46.96, 46.29, 47.19, 46.06, 47.08, 48.2, 47.19, 48.2, 47.19, 47.3, 46.96, 46.96, 45.95, 47.53
1646941098.3974905, 47.3, 46.85, 46.96, 46.51, 47.41, 46.51, 47.19, 48.2, 47.41, 48.2, 47.3, 47.41, 47.19, 47.19, 46.06, 47.97
1646941158.075737, 47.41, 46.74, 47.08, 46.51, 47.41, 46.51, 47.08, 48.2, 47.3, 48.2, 47.3, 47.3, 47.19, 47.41, 46.29, 48.2
1646941217.7542138, 47.64, 47.41, 47.53, 47.3, 47.86, 46.51, 46.96, 48.2, 47.75, 48.2, 47.53, 47.75, 47.53, 48.09, 46.74, 47.86
1646941277.4300065, 47.53, 47.41, 47.75, 47.64, 48.31, 46.85, 47.53, 48.2, 47.97, 48.2, 47.41, 47.75, 47.64, 48.42, 46.74, 47.97
1646941337.1070452, 47.53, 47.41, 47.97, 47.86, 48.54, 47.19, 47.97, 48.2, 48.09, 48.2, 47.41, 47.97, 48.09, 48.76, 46.96, 48.31
1646941396.7777808, 47.86, 47.75, 47.97, 47.97, 48.88, 47.64, 48.54, 49.1, 48.2, 48.2, 47.75, 48.31, 48.2, 48.99, 47.19, 48.2
1646941456.4496791, 47.86, 47.53, 47.97, 47.53, 48.99, 47.64, 49.1, 49.1, 48.09, 49.1, 47.86, 48.76, 48.54, 48.65, 47.86, 48.42
1646941516.1205673, 48.09, 47.75, 48.2, 47.64, 49.44, 47.64, 48.42, 49.1, 48.09, 49.1, 47.97, 48.76, 48.42, 48.99, 47.75, 48.54
1646941575.797311, 47.97, 47.75, 48.2, 47.53, 49.66, 47.3, 48.09, 49.1, 48.42, 49.1, 47.97, 48.65, 48.31, 49.1, 47.41, 48.42
1646941635.4796355, 48.42, 48.31, 48.42, 47.64, 49.66, 47.19, 47.64, 49.1, 48.31, 49.1, 48.09, 48.54, 48.99, 49.32, 47.64, 48.31
1646941695.1591918, 48.09, 47.97, 48.31, 47.97, 49.44, 47.19, 47.86, 49.1, 48.09, 48.2, 47.86, 47.97, 48.99, 49.66, 47.53, 48.65
1646941754.8372803, 48.54, 48.42, 48.65, 48.09, 49.21, 47.41, 48.54, 49.1, 47.86, 49.1, 47.97, 48.09, 49.55, 49.89, 48.2, 49.55
1646941814.5158179, 48.76, 48.65, 48.76, 48.2, 49.78, 47.64, 48.42, 49.1, 48.31, 49.1, 47.97, 48.31, 48.88, 50.11, 47.86, 49.32
1646941874.2012594, 48.88, 48.31, 48.42, 47.64, 49.78, 47.86, 48.99, 49.1, 47.75, 49.1, 47.75, 48.42, 48.54, 49.32, 47.53, 49.44
1646941933.8895948, 48.42, 47.97, 48.65, 47.64, 50.45, 48.09, 49.32, 49.1, 48.2, 49.1, 47.97, 48.76, 47.86, 48.99, 47.3, 49.21
1646941993.5830975, 48.42, 48.09, 48.65, 47.97, 49.89, 47.75, 49.44, 49.1, 48.2, 49.1, 48.09, 48.42, 47.97, 49.44, 46.74, 49.32
1646942053.2723522, 48.76, 48.42, 48.65, 48.09, 49.66, 47.41, 48.88, 49.1, 47.97, 48.2, 47.86, 48.31, 47.64, 49.1, 46.51, 48.99
1646942112.9582698, 48.54, 47.97, 48.09, 47.53, 49.66, 47.75, 48.99, 49.1, 48.2, 49.1, 47.97, 48.65, 47.86, 48.88, 46.85, 48.88
1646942172.642611, 48.65, 47.97, 47.86, 47.41, 49.78, 48.09, 48.54, 50.0, 48.42, 49.1, 48.31, 48.99, 48.09, 48.54, 46.96, 48.76
1646942232.3220303, 48.65, 48.09, 47.75, 47.41, 49.89, 47.64, 48.2, 49.1, 48.42, 49.1, 48.31, 49.21, 48.2, 48.99, 47.08, 48.99
1646942291.9967318, 48.42, 47.97, 47.97, 47.41, 49.66, 47.19, 48.09, 49.1, 48.65, 48.2, 47.86, 48.2, 48.76, 49.21, 47.3, 48.65
1646942351.6775439, 48.2, 47.86, 47.97, 47.53, 48.99, 46.74, 48.2, 48.2, 47.86, 48.2, 47.53, 47.86, 48.76, 49.21, 47.64, 48.2
1646942411.3558903, 47.86, 47.41, 48.2, 47.86, 48.54, 46.74, 48.31, 48.2, 47.64, 48.2, 47.75, 47.75, 48.76, 48.88, 47.64, 48.42
1646942471.0327778, 47.64, 47.41, 47.97, 47.97, 48.31, 46.74, 48.2, 48.2, 47.41, 48.2, 47.41, 47.75, 48.09, 48.31, 46.96, 48.42
1646942530.7109697, 47.3, 47.19, 47.41, 47.41, 48.09, 46.51, 47.97, 48.2, 47.53, 47.3, 46.85, 47.3, 48.09, 48.2, 47.08, 48.42
1646942590.3796108, 47.3, 46.74, 46.85, 47.19, 47.75, 46.4, 47.75, 47.3, 47.19, 47.3, 46.63, 47.19, 47.86, 47.86, 46.85, 47.97
1646942650.0566232, 46.96, 46.63, 46.85, 47.3, 47.64, 46.17, 47.75, 47.3, 47.3, 47.3, 46.51, 47.08, 47.75, 47.75, 46.74, 47.75
1646942709.732331, 47.19, 46.85, 46.96, 47.08, 47.97, 46.51, 47.86, 48.2, 47.3, 47.3, 46.74, 47.3, 47.41, 47.75, 46.29, 47.97
1646942769.400718, 47.64, 47.3, 47.3, 47.41, 48.09, 46.63, 48.2, 48.2, 47.41, 47.3, 46.74, 47.19, 47.64, 48.2, 46.51, 48.42
1646942829.0726676, 47.64, 47.64, 47.75, 47.64, 47.75, 46.51, 48.09, 48.2, 47.75, 47.3, 47.08, 47.3, 48.2, 48.09, 47.3, 48.2
1646942888.7520905, 47.86, 47.86, 48.31, 47.97, 48.2, 46.63, 48.2, 48.2, 47.97, 48.2, 47.41, 47.75, 48.65, 48.31, 47.53, 48.42
1646942948.426731, 48.42, 47.86, 48.31, 47.75, 48.99, 46.85, 48.31, 49.1, 48.09, 49.1, 47.86, 48.42, 48.76, 48.88, 47.53, 48.76
1646943008.1059873, 48.2, 47.64, 48.31, 47.75, 49.32, 47.53, 48.54, 49.1, 48.42, 49.1, 47.97, 48.54, 48.42, 48.88, 47.19, 48.99
1646943067.7893255, 47.86, 47.3, 48.42, 47.75, 48.65, 47.19, 48.31, 48.2, 48.31, 48.2, 47.86, 48.42, 48.2, 48.76, 47.08, 48.54
1646943127.473792, 47.75, 47.3, 48.31, 47.3, 48.42, 46.96, 48.09, 48.2, 48.42, 48.2, 47.86, 48.2, 47.97, 48.2, 47.53, 48.2
1646943187.1508517, 48.09, 47.41, 48.42, 47.08, 48.54, 47.41, 48.2, 48.2, 48.31, 48.2, 47.86, 48.31, 48.09, 47.97, 47.75, 48.65
1646943246.8264065, 48.31, 47.86, 48.65, 47.75, 48.76, 46.85, 48.2, 49.1, 48.31, 48.2, 47.53, 47.86, 48.31, 48.2, 47.86, 48.88
1646943306.5125587, 48.54, 47.75, 48.42, 47.97, 49.21, 46.63, 48.42, 49.1, 48.31, 48.2, 47.64, 47.97, 48.42, 48.88, 47.75, 48.76
1646943366.1957417, 48.76, 47.86, 48.09, 47.41, 49.21, 46.85, 48.2, 49.1, 47.86, 48.2, 47.53, 47.86, 48.31, 48.76, 47.3, 48.99
1646943425.8765287, 48.99, 47.86, 48.2, 47.41, 48.54, 47.19, 48.2, 49.1, 47.86, 48.2, 47.53, 48.09, 47.86, 48.2, 46.63, 48.88
1646943485.5509796, 48.99, 48.09, 48.42, 47.75, 48.2, 46.74, 47.64, 48.2, 48.09, 49.1, 47.86, 48.31, 47.64, 47.86, 46.74, 48.65
1646943545.2216852, 48.31, 47.75, 47.86, 47.3, 47.64, 46.51, 47.64, 48.2, 47.97, 49.1, 47.64, 48.31, 47.3, 47.53, 46.4, 48.31
1646943604.9024053, 48.2, 47.86, 47.86, 47.41, 47.41, 46.4, 47.75, 48.2, 48.09, 49.1, 47.53, 48.54, 47.41, 47.53, 46.51, 48.31
1646943664.5817459, 48.42, 47.75, 48.2, 47.75, 47.53, 46.51, 47.75, 48.2, 47.97, 48.2, 46.96, 47.86, 47.53, 48.31, 46.63, 48.65
1646943724.2637305, 48.2, 47.53, 48.31, 47.75, 47.75, 46.29, 47.64, 48.2, 48.2, 48.2, 47.3, 47.86, 47.97, 48.42, 47.41, 48.42
1646943783.9354033, 48.2, 47.3, 48.65, 47.64, 48.2, 46.74, 47.86, 48.2, 48.2, 48.2, 47.64, 48.09, 48.2, 48.42, 47.97, 48.54
1646943843.6150677, 47.97, 47.08, 48.54, 47.41, 48.31, 46.63, 48.2, 48.2, 48.31, 49.1, 47.64, 48.2, 48.09, 48.2, 48.09, 48.88
1646943903.2897093, 48.2, 47.41, 48.54, 47.3, 49.1, 47.08, 48.42, 49.1, 48.76, 49.1, 48.09, 48.54, 47.86, 47.97, 47.75, 48.76
1646943962.9630966, 48.42, 47.97, 48.65, 47.3, 49.44, 47.3, 48.31, 49.1, 48.42, 49.1, 47.86, 48.42, 48.31, 48.42, 48.2, 48.54
1646944022.6401262, 48.2, 47.86, 48.76, 47.64, 49.21, 47.64, 48.65, 49.1, 48.65, 49.1, 47.97, 48.88, 48.88, 48.65, 48.65, 48.76
1646944082.3169692, 48.65, 48.09, 48.88, 47.86, 49.44, 47.75, 49.21, 49.1, 48.65, 49.1, 47.86, 48.76, 49.32, 49.1, 48.88, 49.1
1646944142.000413, 48.42, 48.2, 49.44, 48.76, 48.76, 47.19, 48.99, 49.1, 48.88, 49.1, 47.97, 48.54, 50.0, 49.32, 49.32, 49.1
1646944201.6700814, 49.1, 48.54, 49.66, 48.2, 48.99, 47.86, 48.99, 49.1, 49.1, 49.1, 48.54, 48.88, 50.34, 49.32, 48.99, 49.1
1646944261.3520348, 49.78, 48.76, 49.78, 48.76, 49.44, 48.2, 49.55, 49.1, 49.66, 49.1, 48.65, 49.21, 50.79, 49.89, 49.44, 50.0
1646944321.022596, 50.22, 49.21, 50.67, 49.1, 50.22, 48.76, 50.22, 50.0, 50.79, 50.9, 49.66, 50.11, 51.69, 50.0, 50.79, 50.45
1646944380.7035356, 51.69, 50.9, 51.91, 51.01, 52.59, 49.44, 52.03, 50.9, 53.04, 51.8, 51.35, 51.69, 53.26, 51.46, 52.59, 52.36
1646944440.3780446, 52.36, 51.35, 51.91, 51.8, 55.4, 50.22, 53.94, 51.8, 54.5, 53.6, 52.14, 52.59, 54.39, 53.04, 53.26, 54.72
1646944500.0428753, 51.91, 51.24, 51.35, 51.91, 55.85, 50.0, 52.59, 51.8, 53.6, 52.7, 52.25, 52.92, 54.84, 53.82, 54.28, 55.06
1646944559.703386, 51.46, 51.69, 52.03, 52.47, 54.95, 49.66, 52.59, 50.9, 52.7, 52.7, 51.69, 52.59, 54.5, 53.49, 53.82, 53.94
1646944619.3816485, 50.11, 50.9, 51.01, 51.57, 53.71, 48.88, 52.14, 50.0, 51.13, 50.9, 50.22, 51.8, 52.81, 52.14, 51.46, 52.36
1646944679.051082, 49.44, 49.89, 50.22, 50.67, 52.47, 48.31, 51.57, 50.0, 49.89, 50.0, 48.99, 50.79, 51.57, 51.24, 50.0, 51.46
1646944738.7116792, 49.32, 49.78, 49.78, 50.0, 51.46, 48.09, 51.01, 49.1, 49.1, 50.0, 48.42, 50.0, 51.01, 51.01, 49.44, 51.01
1646944798.3742492, 49.44, 49.78, 50.22, 50.56, 51.13, 47.64, 50.79, 49.1, 48.88, 49.1, 48.42, 49.44, 49.89, 51.13, 48.76, 50.9
1646944858.0347738, 49.89, 49.89, 50.34, 50.79, 51.13, 48.2, 51.01, 49.1, 49.44, 50.0, 48.65, 50.11, 50.0, 51.69, 49.44, 51.35
1646944917.6881847, 50.45, 50.9, 51.46, 52.03, 52.25, 49.1, 51.01, 50.0, 50.9, 50.0, 49.44, 50.45, 50.79, 51.91, 49.66, 51.69
1646944977.3474429, 50.34, 50.34, 50.0, 50.11, 50.79, 49.21, 50.11, 50.0, 50.22, 50.0, 49.44, 49.89, 49.89, 51.01, 48.76, 51.57
1646945037.0082395, 49.66, 49.55, 49.21, 49.44, 50.11, 48.42, 49.1, 50.0, 49.66, 50.0, 49.55, 49.55, 48.76, 49.89, 47.75, 50.0
1646945096.6687582, 49.21, 49.44, 48.54, 48.88, 49.66, 47.64, 48.76, 49.1, 49.78, 49.1, 49.66, 49.1, 48.65, 49.78, 47.75, 49.55
1646945156.3332522, 49.21, 49.55, 49.1, 48.99, 49.55, 47.53, 48.09, 50.0, 49.78, 50.0, 49.78, 48.99, 49.1, 49.44, 48.31, 49.32
1646945215.9897275, 49.55, 49.21, 48.88, 48.65, 49.66, 47.97, 48.31, 50.9, 49.66, 50.0, 49.78, 49.1, 49.89, 50.0, 48.42, 49.66
1646945275.6528208, 49.66, 49.1, 48.76, 48.65, 49.1, 48.2, 48.31, 50.0, 48.99, 50.0, 49.66, 48.88, 50.0, 49.89, 48.54, 49.66
1646945335.3174973, 49.44, 48.65, 48.42, 48.31, 49.21, 48.09, 47.97, 50.0, 48.76, 50.0, 49.55, 49.1, 49.44, 50.22, 48.09, 49.66
1646945394.9843738, 49.1, 48.54, 48.31, 48.2, 49.78, 47.3, 47.64, 50.0, 48.88, 50.0, 49.55, 48.88, 48.54, 50.0, 47.41, 49.66
1646945454.6464334, 48.99, 48.99, 48.88, 48.2, 49.55, 46.85, 47.53, 49.1, 48.54, 49.1, 49.21, 48.88, 48.76, 49.66, 47.64, 48.76
1646945514.3108125, 49.44, 49.21, 49.1, 48.76, 50.0, 47.3, 48.09, 50.0, 49.66, 50.0, 49.44, 49.21, 49.21, 49.78, 48.09, 49.44
